v_ego,a_ego,v_cruise_kph,long_state,brake,gas,model_x,model_y,model_v,model_prob,rec_aTarget,rec_hasLead,rec_lead_dRel,vision_l1_present,vision_l1_radar,vision_l1_trackId,vision_l1_dRel,vision_l1_yRel,vision_l1_vLead,vision_l1_aLeadK,vision_l1_modelProb,vision_l2_present,vision_l2_radar,vision_l2_dRel,vision_aTarget,vision_source,vision_fcw,vision_crash_cnt,vision_n_tracks,raw_l1_present,raw_l1_radar,raw_l1_trackId,raw_l1_dRel,raw_l1_yRel,raw_l1_vLead,raw_l1_aLeadK,raw_l1_modelProb,raw_l2_present,raw_l2_radar,raw_l2_dRel,raw_aTarget,raw_source,raw_fcw,raw_crash_cnt,raw_n_tracks,openpilot_l1_present,openpilot_l1_radar,openpilot_l1_trackId,openpilot_l1_dRel,openpilot_l1_yRel,openpilot_l1_vLead,openpilot_l1_aLeadK,openpilot_l1_modelProb,openpilot_l2_present,openpilot_l2_radar,openpilot_l2_dRel,openpilot_aTarget,openpilot_source,openpilot_fcw,openpilot_crash_cnt,openpilot_n_tracks,dt
21.7860,-0.1170,83.0000,pid,0,0,96.4380,0.2020,21.4840,0.9850,-0.0450,1.0000,92.3550,1,0,-1,94.9180,-0.2020,21.4190,-0.0740,0.9880,1,0,94.9180,0.8857,0,0,0,0,1,0,-1,94.9180,-0.2020,21.4190,-0.0740,0.9880,1,0,94.9180,0.6946,2,0,0,0,1,0,-1,94.9180,-0.2020,21.4190,-0.0740,0.9880,1,0,94.9180,0.8857,0,0,0,0,-11.4845
21.7660,-0.2040,83.0000,pid,0,0,94.7500,0.1370,21.8590,0.9870,-0.0430,1.0000,94.9180,1,0,-1,93.2300,-0.1370,21.7940,-0.0640,0.9880,1,0,93.2930,0.8862,0,0,0,0,1,0,-1,93.2300,-0.1370,21.7940,-0.0640,0.9880,1,0,93.2930,0.7438,2,0,0,0,1,0,-1,93.2300,-0.1370,21.7940,-0.0640,0.9880,1,0,93.2930,0.8862,0,0,0,0,-11.4121
21.7570,-0.2070,83.0000,pid,0,0,96.8120,0.0710,21.2810,0.9830,-0.0420,1.0000,93.2300,1,0,-1,95.2930,-0.0710,21.3000,-0.0650,0.9870,1,0,95.3550,0.8865,0,0,0,0,1,1,15,116.1880,0.2500,18.0900,0.0000,0.9870,1,1,116.1880,0.7687,1,0,0,1,1,0,-1,95.2930,-0.0710,21.3000,-0.0650,0.9870,1,0,95.3550,0.8865,0,0,0,0,-11.3647
21.7480,-0.2260,83.0000,pid,0,0,96.7500,0.1210,21.4380,0.9820,-0.0400,1.0000,93.2300,1,0,-1,95.2300,-0.1210,21.3910,-0.0730,0.9860,1,0,95.3550,0.8867,0,0,0,0,1,1,15,107.5000,0.1880,18.2370,0.0420,0.9860,1,1,107.5000,0.7908,1,0,0,1,1,0,-1,95.2300,-0.1210,21.3910,-0.0730,0.9860,1,0,95.3550,0.8867,0,0,0,0,-11.3320
21.7530,-0.0940,83.0000,pid,0,0,98.0000,0.0810,21.4220,0.9820,-0.0390,1.0000,95.2930,1,0,-1,96.4800,-0.0810,21.2490,-0.0700,0.9850,1,0,96.6050,0.8866,0,0,0,0,1,1,15,107.5000,0.1880,17.1640,-0.2310,0.9850,1,1,107.5000,0.7951,1,0,0,1,1,0,-1,96.4800,-0.0810,21.2490,-0.0700,0.9850,1,0,96.6050,0.8866,0,0,0,0,-11.2834
21.7500,-0.0810,83.0000,pid,0,0,99.8120,0.1480,20.9220,0.9810,-0.0370,1.0000,95.2300,1,0,-1,98.2930,-0.1480,20.9900,-0.0710,0.9840,1,0,98.4800,0.8867,0,0,0,0,1,1,15,107.5000,0.1880,17.1610,-0.4510,0.9840,1,1,107.5000,0.8004,1,0,0,1,1,0,-1,98.2930,-0.1480,20.9900,-0.0710,0.9840,1,0,98.4800,0.8867,0,0,0,0,-11.2343
21.7360,-0.1540,83.0000,pid,0,0,98.6250,0.2180,21.0780,0.9840,-0.0350,1.0000,98.2930,1,0,-1,97.1050,-0.2180,21.1510,-0.1080,0.9840,1,0,97.2930,0.8870,0,0,0,0,1,1,15,96.4380,0.1410,18.8110,-0.1530,0.9840,1,1,96.4380,0.8078,1,0,0,1,1,0,-1,97.1050,-0.2180,21.1510,-0.1080,0.9840,1,0,97.2930,0.8870,0,0,0,0,-11.1618
21.7300,-0.1240,83.0000,pid,0,0,94.4380,0.1210,21.1880,0.9880,-0.0340,1.0000,97.1050,1,0,-1,92.9180,-0.1210,21.0860,-0.0810,0.9880,1,0,92.9800,0.8872,0,0,0,0,1,1,15,94.5620,0.1410,20.1660,0.4800,0.9880,1,1,94.5620,0.8293,1,0,0,1,1,0,-1,92.9180,-0.1210,21.0860,-0.0810,0.9880,1,0,92.9800,0.8872,0,0,0,0,-11.1137
21.7230,-0.1530,83.0000,pid,0,0,93.5000,0.2310,20.9380,0.9800,-0.0320,1.0000,92.9180,1,0,-1,91.9800,-0.2310,20.8480,-0.0600,0.9860,1,0,92.0430,0.8865,2,0,0,0,1,1,15,94.5620,0.1410,18.6870,0.5660,0.9860,1,1,94.5620,0.8217,1,0,0,1,1,0,-1,91.9800,-0.2310,20.8480,-0.0600,0.9860,1,0,92.0430,0.8874,0,0,0,0,-11.0809
21.7190,-0.1270,83.0000,pid,0,0,92.8750,0.1350,20.6250,0.9860,-0.0300,1.0000,92.9180,1,0,-1,91.3550,-0.1350,20.7000,-0.0670,0.9860,1,0,91.4180,0.8736,1,0,0,0,1,1,15,83.7500,0.1090,18.6820,0.6270,0.9860,1,1,83.7500,0.8096,1,0,0,1,1,0,-1,91.3550,-0.1350,20.7000,-0.0670,0.9860,1,0,91.4180,0.8832,1,0,0,0,-11.0319
21.7130,-0.1140,83.0000,pid,0,0,95.6880,0.0880,21.2660,0.9810,-0.0280,1.0000,91.9800,1,0,-1,94.1680,-0.0880,21.0910,-0.0710,0.9850,1,0,94.2300,0.8722,2,0,0,0,1,1,15,83.7500,0.1090,18.6770,0.6660,0.9850,1,1,83.7500,0.7958,1,0,0,1,1,0,-1,94.1680,-0.0880,21.0910,-0.0710,0.9850,1,0,94.2300,0.8798,2,0,0,0,-10.9833
21.6950,-0.2150,83.0000,pid,0,0,92.8750,0.0840,20.9380,0.9840,-0.0270,1.0000,91.3550,1,0,-1,91.3550,-0.0840,20.6880,-0.0750,0.9850,1,0,91.4180,0.8560,2,0,0,0,1,1,15,81.3120,-0.0780,18.3590,0.5980,0.9850,1,1,81.3120,0.7724,1,0,0,1,1,0,-1,91.3550,-0.0840,20.6880,-0.0750,0.9850,1,0,91.4180,0.8656,2,0,0,0,-10.9327
21.6910,-0.1580,83.0000,pid,0,0,92.7500,0.1000,20.5780,0.9820,-0.0250,1.0000,94.1680,1,0,-1,91.2300,-0.1000,20.5320,-0.0780,0.9850,1,0,91.3550,0.8434,2,0,0,0,1,1,15,82.5000,-0.1410,19.1220,0.7520,0.9850,1,1,82.5000,0.7629,1,0,0,1,1,0,-1,91.2300,-0.1000,20.5320,-0.0780,0.9850,1,0,91.3550,0.8529,2,0,0,0,-10.8813
21.6720,-0.2510,83.0000,pid,0,0,96.8120,0.1860,21.7340,0.9810,-0.0230,1.0000,91.2300,1,0,-1,95.2930,-0.1860,21.5930,-0.0530,0.9840,1,0,95.2930,0.8474,2,0,0,0,1,1,15,84.1880,-0.1720,19.2720,0.9090,0.9840,1,1,84.1880,0.7513,1,0,0,1,1,0,-1,95.2930,-0.1860,21.5930,-0.0530,0.9840,1,0,95.2930,0.8574,2,0,0,0,-10.8308
21.6640,-0.1840,83.0000,pid,0,0,96.1250,0.2570,20.3120,0.9810,-0.0210,1.0000,95.2930,1,0,-1,94.6050,-0.2570,20.2580,-0.0860,0.9830,1,0,94.7300,0.8252,2,0,0,0,1,1,15,85.8120,-0.1720,19.8810,1.1980,0.9830,1,1,85.8120,0.7529,1,0,0,1,1,0,-1,94.6050,-0.2570,20.2580,-0.0860,0.9830,1,0,94.7300,0.8352,2,0,0,0,-10.7637
21.6610,-0.1650,83.0000,pid,0,0,98.2500,0.3150,20.5780,0.9700,-0.0200,1.0000,95.2930,1,0,-1,96.7300,-0.3150,20.3880,-0.0840,0.9810,1,0,96.9180,0.8181,2,0,0,0,1,1,15,85.8120,-0.1720,18.9860,1.1610,0.9810,1,1,85.8120,0.7358,1,0,0,1,1,0,-1,96.7300,-0.3150,20.3880,-0.0840,0.9810,1,0,96.9180,0.8283,2,0,0,0,-10.7323
21.6600,-0.0810,83.0000,pid,0,0,98.8120,0.4020,20.1250,0.9630,-0.0180,1.0000,96.7300,1,0,-1,97.2930,-0.4020,20.1980,-0.0920,0.9770,1,0,97.4800,0.8026,2,0,0,0,1,1,15,87.7500,-0.1720,19.2520,1.1910,0.9770,1,1,87.7500,0.7331,1,0,0,1,1,0,-1,97.2930,-0.4020,20.1980,-0.0920,0.9770,1,0,97.4800,0.8128,2,0,0,0,-10.6629
21.6510,-0.1400,83.0000,pid,0,0,97.0620,0.3910,19.8280,0.9690,-0.0160,1.0000,97.2930,1,0,-1,95.5430,-0.3910,20.0610,-0.0880,0.9760,1,0,95.7300,0.7873,2,0,0,0,1,1,15,87.7500,-0.1720,19.2420,1.1950,0.9760,1,1,87.7500,0.7248,1,0,0,1,1,0,-1,95.5430,-0.3910,20.0610,-0.0880,0.9760,1,0,95.7300,0.7974,2,0,0,0,-10.6312
21.6500,-0.0770,83.0000,pid,0,0,97.0620,0.4080,20.5780,0.9730,-0.0140,1.0000,97.2930,1,0,-1,95.5430,-0.4080,20.5280,-0.0770,0.9750,1,0,95.7300,0.7783,2,0,0,0,1,1,15,88.3120,-0.1880,19.7140,1.3160,0.9750,1,1,88.3120,0.7292,1,0,0,1,1,0,-1,95.5430,-0.4080,20.5280,-0.0770,0.9750,1,0,95.7300,0.7883,2,0,0,0,-10.5843
21.6450,-0.0850,83.0000,pid,0,0,96.8120,0.3350,20.9530,0.9780,-0.0130,1.0000,95.5430,1,0,-1,95.2930,-0.3350,20.9550,-0.0590,0.9780,1,0,95.3550,0.7724,2,0,0,0,1,1,15,84.5000,-0.2340,18.9340,1.1730,0.9780,1,1,84.5000,0.7125,1,0,0,1,1,0,-1,95.2930,-0.3350,20.9550,-0.0590,0.9780,1,0,95.3550,0.7824,2,0,0,0,-10.5351
21.6540,0.0200,83.0000,pid,0,0,97.3120,0.3600,20.6880,0.9810,-0.0110,1.0000,95.2930,1,0,-1,95.7930,-0.3600,20.6040,-0.0870,0.9810,1,0,95.9180,0.7612,2,0,0,0,1,1,15,77.6880,-0.2500,17.6350,0.6690,0.9810,1,1,77.6880,0.6754,1,0,0,1,1,0,-1,95.7930,-0.3600,20.6040,-0.0870,0.9810,1,0,95.9180,0.7710,2,0,0,0,-10.4630
21.6520,-0.0020,83.0000,pid,0,0,101.1880,0.5730,19.6560,0.9690,-0.0090,1.0000,95.2930,1,0,-1,99.6680,-0.5730,19.5710,-0.1050,0.9790,1,0,99.9800,0.7439,2,0,0,0,1,1,15,81.6880,-0.3750,18.2360,0.4200,0.9790,1,1,81.6880,0.6534,1,0,0,1,1,0,-1,99.6680,-0.5730,19.5710,-0.1050,0.9790,1,0,99.9800,0.7535,2,0,0,0,-10.4320
21.6380,-0.1140,83.0000,pid,0,0,99.0000,0.6460,19.7500,0.9740,-0.0070,1.0000,95.7930,1,0,-1,97.4800,-0.6460,19.7250,-0.1000,0.9780,1,0,97.7300,0.7295,2,0,0,0,1,1,15,81.6880,-0.3750,18.2210,0.2070,0.9780,1,1,81.6880,0.6239,1,0,0,1,1,0,-1,97.4800,-0.6460,19.7250,-0.1000,0.9780,1,0,97.7300,0.7389,2,0,0,0,-10.3829
21.6310,-0.1330,83.0000,pid,0,0,96.8750,0.7090,18.7500,0.9690,-0.0050,1.0000,99.6680,1,0,-1,95.3550,-0.7090,18.7750,-0.1270,0.9760,1,0,95.6680,0.7003,2,0,0,0,1,1,15,85.3120,-0.4380,18.1000,-0.0050,0.9760,1,1,85.3120,0.5994,1,0,0,1,1,0,-1,95.3550,-0.7090,18.7750,-0.1270,0.9760,1,0,95.6680,0.7095,2,0,0,0,-10.3322
21.6290,-0.1000,83.0000,pid,0,0,98.8120,0.7180,19.4380,0.9760,-0.0030,1.0000,97.4800,1,0,-1,97.2930,-0.7180,19.5740,-0.0970,0.9760,1,0,97.5430,0.6904,2,0,0,0,1,1,15,87.9380,-0.4840,18.3850,-0.0960,0.9760,1,1,87.9380,0.5782,1,0,0,1,1,0,-1,97.2930,-0.7180,19.5740,-0.0970,0.9760,1,0,97.5430,0.6994,2,0,0,0,-10.2849
21.6310,-0.0460,83.0000,pid,0,0,96.6250,0.6250,19.7970,0.9790,-0.0020,1.0000,97.2930,1,0,-1,95.1050,-0.6250,20.0670,-0.0840,0.9790,1,0,95.2930,0.6765,2,0,0,0,1,1,15,87.9380,-0.4840,18.2090,-0.2190,0.9790,1,1,87.9380,0.5520,1,0,0,1,1,0,-1,95.1050,-0.6250,20.0670,-0.0840,0.9790,1,0,95.2930,0.6852,2,0,0,0,-10.2131
21.6400,0.0550,83.0000,pid,0,0,97.3750,0.7050,19.9690,0.9720,0.0000,1.0000,95.1050,1,0,-1,95.8550,-0.7050,20.0030,-0.0730,0.9770,1,0,96.1050,0.6652,2,0,0,0,1,1,15,89.6250,-0.5000,18.5510,-0.2180,0.9770,1,1,89.6250,0.5332,1,0,0,1,1,0,-1,95.8550,-0.7050,20.0030,-0.0730,0.9770,1,0,96.1050,0.6736,2,0,0,0,-10.1631
21.6400,0.0220,83.0000,pid,0,0,94.0620,0.5950,20.3750,0.9840,0.0020,1.0000,95.8550,1,0,-1,92.5430,-0.5950,20.6720,-0.0690,0.9840,1,0,92.6050,0.6577,2,0,0,0,1,1,15,90.3750,-0.5000,18.5060,-0.2280,0.9840,1,1,90.3750,0.5110,1,0,0,1,1,0,-1,92.5430,-0.5950,20.6720,-0.0690,0.9840,1,0,92.6050,0.6659,2,0,0,0,-10.1296
21.5900,-0.3770,83.0000,pid,0,0,95.7500,0.7570,21.1250,0.9650,0.0040,1.0000,95.8550,1,0,-1,94.2300,-0.7570,21.1280,-0.0460,0.9810,1,0,94.3550,0.6572,2,0,0,0,1,1,15,90.3750,-0.5000,18.4570,-0.2460,0.9810,1,1,90.3750,0.4892,1,0,0,1,1,0,-1,94.2300,-0.7570,21.1280,-0.0460,0.9810,1,0,94.3550,0.6652,2,0,0,0,-10.0831
21.6000,-0.1650,83.0000,pid,0,0,94.8120,0.7560,20.4220,0.9850,0.0060,1.0000,92.5430,1,0,-1,93.2930,-0.7560,20.6420,-0.0690,0.9850,1,0,93.4800,0.6468,2,0,0,0,1,1,15,90.5620,-0.5000,18.3530,-0.2870,0.9850,1,1,90.5620,0.4659,1,0,0,1,1,0,-1,93.2930,-0.7560,20.6420,-0.0690,0.9850,1,0,93.4800,0.6545,2,0,0,0,-10.0352
21.6160,0.0520,83.0000,pid,0,0,88.4380,0.7090,20.3280,0.9880,0.0070,1.0000,93.2930,1,0,-1,86.9180,-0.7090,20.7150,-0.0550,0.9880,1,0,86.9800,0.6353,1,0,0,0,1,1,15,89.9380,-0.6880,18.5390,-0.2640,0.9880,1,1,89.9380,0.4453,1,0,0,1,1,0,-1,86.9180,-0.7090,20.7150,-0.0550,0.9880,1,0,86.9800,0.6428,1,0,0,0,-9.9629
21.6270,0.1280,83.0000,pid,0,0,92.0620,0.7770,20.1250,0.9870,0.0090,1.0000,86.9180,1,0,-1,90.5430,-0.7770,20.4280,-0.0630,0.9880,1,0,90.7300,0.6262,1,0,0,0,1,1,15,83.8120,-0.7190,18.5190,-0.2460,0.9880,1,1,83.8120,0.4166,1,0,0,1,1,0,-1,90.5430,-0.7770,20.4280,-0.0630,0.9880,1,0,90.7300,0.6334,1,0,0,0,-9.9130
21.6210,0.0470,83.0000,pid,0,0,95.3120,0.9110,20.1560,0.9850,0.0110,1.0000,86.9180,1,0,-1,93.7930,-0.9110,20.3600,-0.0550,0.9870,1,0,93.9800,0.6207,2,0,0,0,1,1,15,85.6880,-0.7340,18.6630,-0.1880,0.9870,1,1,85.6880,0.3969,1,0,0,1,1,0,-1,93.7930,-0.9110,20.3600,-0.0550,0.9870,1,0,93.9800,0.6276,2,0,0,0,-9.8817
21.6420,0.1690,83.0000,pid,0,0,90.7500,0.9170,19.7500,0.9840,0.0130,1.0000,93.7930,1,0,-1,89.2300,-0.9170,20.0310,-0.0610,0.9860,1,0,89.4800,0.6053,1,0,0,0,1,1,15,85.6880,-0.7340,18.8510,-0.0830,0.9860,1,1,85.6880,0.3777,1,0,0,1,1,0,-1,89.2300,-0.9170,20.0310,-0.0610,0.9860,1,0,89.4800,0.6120,1,0,0,0,-9.8297
21.6330,0.0320,83.0000,pid,0,0,95.1250,0.9040,19.4840,0.9850,0.0150,1.0000,93.7930,1,0,-1,93.6050,-0.9040,19.8120,-0.0600,0.9860,1,0,93.8550,0.5980,1,0,0,0,1,1,15,85.6880,-0.7340,18.8410,0.0000,0.9860,1,1,85.6880,0.3602,1,0,0,1,1,0,-1,93.6050,-0.9040,19.8120,-0.0600,0.9860,1,0,93.8550,0.6044,1,0,0,0,-9.7825
21.6320,0.0050,83.0000,pid,0,0,92.8750,0.8960,20.2500,0.9890,0.0170,1.0000,89.2300,1,0,-1,91.3550,-0.8960,20.3890,-0.0660,0.9890,1,0,91.5430,0.5928,1,0,0,0,1,1,15,79.5000,-0.5940,18.6850,0.0240,0.9890,1,1,79.5000,0.3339,1,0,0,1,1,0,-1,91.3550,-0.8960,20.3890,-0.0660,0.9890,1,0,91.5430,0.5989,1,0,0,0,-9.7355
21.6280,-0.0310,83.0000,pid,0,0,90.7500,0.7900,20.3750,0.9910,0.0190,1.0000,91.3550,1,0,-1,89.2300,-0.7900,20.6040,-0.0460,0.9910,1,0,89.2930,0.5881,1,0,0,0,1,1,15,79.5000,-0.5940,18.5110,-0.0070,0.9910,1,1,79.5000,0.3107,1,0,0,1,1,0,-1,89.2300,-0.7900,20.6040,-0.0460,0.9910,1,0,89.2930,0.5940,1,0,0,0,-9.6815
21.6310,-0.0020,83.0000,pid,0,0,93.4380,0.6940,20.0780,0.9890,0.0210,1.0000,91.3550,1,0,-1,91.9180,-0.6940,20.3660,-0.0440,0.9910,1,0,92.1050,0.5843,1,0,0,0,1,1,15,74.0000,-0.5310,18.2200,-0.1160,0.9910,1,1,74.0000,0.2766,1,0,0,1,1,0,-1,91.9180,-0.6940,20.3660,-0.0440,0.9910,1,0,92.1050,0.5899,1,0,0,0,-9.6343
21.6320,0.0150,83.0000,pid,0,0,96.4380,0.6850,20.5310,0.9880,0.0220,1.0000,91.9180,1,0,-1,94.9180,-0.6850,20.7270,-0.0500,0.9900,1,0,95.0430,0.5889,2,0,0,0,1,1,15,77.5000,-0.4220,17.5900,-0.3820,0.9900,1,1,77.5000,0.2437,1,0,0,1,1,0,-1,94.9180,-0.6850,20.7270,-0.0500,0.9900,1,0,95.0430,0.5942,2,0,0,0,-9.5865
21.6350,0.0330,83.0000,pid,0,0,91.3750,0.6880,19.5620,0.9870,0.0240,1.0000,94.9180,1,0,-1,89.8550,-0.6880,19.6480,-0.0810,0.9900,1,0,90.0430,0.5704,1,0,0,0,1,1,15,77.5000,-0.4220,17.5940,-0.5930,0.9900,1,1,77.5000,0.2097,1,0,0,1,1,0,-1,89.8550,-0.6880,19.6480,-0.0810,0.9900,1,0,90.0430,0.5755,1,0,0,0,-9.5323
21.6220,-0.0830,83.0000,pid,0,0,90.3120,0.7330,19.9380,0.9850,0.0260,1.0000,94.9180,1,0,-1,88.7930,-0.7330,20.1410,-0.0900,0.9890,1,0,88.9180,0.5673,1,0,0,0,1,1,15,77.5000,-0.4220,17.2970,-0.8410,0.9890,1,1,77.5000,0.1716,1,0,0,1,1,0,-1,88.7930,-0.7330,20.1410,-0.0900,0.9890,1,0,88.9180,0.5722,1,0,0,0,-9.4835
21.6170,-0.0880,83.0000,pid,0,0,89.4380,0.8340,19.4690,0.9810,0.0280,1.0000,89.8550,1,0,-1,87.9180,-0.8340,19.6490,-0.1010,0.9870,1,0,88.0430,0.5510,1,0,0,0,1,1,15,77.7500,-0.6090,17.0090,-1.1140,0.9870,1,1,77.7500,0.1304,1,0,0,1,1,0,-1,87.9180,-0.8340,19.6490,-0.1010,0.9870,1,0,88.0430,0.5556,1,0,0,0,-9.4348
21.6300,0.0590,83.0000,pid,0,0,91.1250,0.8670,19.3120,0.9830,0.0300,1.0000,87.9180,1,0,-1,89.6050,-0.8670,19.4500,-0.1160,0.9860,1,0,89.8550,0.5404,1,0,0,0,1,1,15,78.2500,-0.6720,17.2140,-1.2620,0.9860,1,1,78.2500,0.0918,1,0,0,1,1,0,-1,89.6050,-0.8670,19.4500,-0.1160,0.9860,1,0,89.8550,0.5447,1,0,0,0,-9.3633
21.6340,0.0660,83.0000,pid,0,0,90.7500,0.8130,19.5000,0.9880,0.0320,1.0000,89.6050,1,0,-1,89.2300,-0.8130,19.7170,-0.1020,0.9880,1,0,89.4800,0.5309,1,0,0,0,1,1,15,78.2500,-0.6720,17.0340,-1.4150,0.9880,1,1,78.2500,0.0483,1,0,0,1,1,0,-1,89.2300,-0.8130,19.7170,-0.1020,0.9880,1,0,89.4800,0.5350,1,0,0,0,-9.3126
21.6250,-0.0220,83.0000,pid,0,0,90.1880,0.8210,18.9530,0.9870,0.0330,1.0000,89.2300,1,0,-1,88.6680,-0.8210,19.2350,-0.1140,0.9880,1,0,88.9180,0.5143,1,0,0,0,1,1,15,81.5000,-0.7030,17.1780,-1.4800,0.9880,1,1,81.5000,0.0112,1,0,0,1,1,0,-1,88.6680,-0.8210,19.2350,-0.1140,0.9880,1,0,88.9180,0.5183,1,0,0,0,-9.2628
