cam_track,h,h_s,v_cam,radar_x,cam_ids_in_window,dt
1,93.2561,92.9833,2.7216,45.1875,1,-4.9114
1,92.9833,92.9833,2.5685,43.6875,1,-4.8611
1,92.1904,92.1904,2.6717,42.6250,1,-4.8115
1,91.8930,91.8930,2.5043,44.3750,1,-4.7615
1,91.0165,91.0165,2.6978,44.6250,1,-4.7115
1,90.7426,90.7426,2.5717,44.6250,1,-4.6615
1,90.6503,90.7426,2.5517,44.4375,1,-4.6113
1,90.6718,90.7021,2.4172,41.5000,1,-4.5614
1,90.8210,90.6718,2.4051,41.6250,1,-4.5112
1,90.7021,90.6718,2.9842,44.6875,1,-4.4615
1,90.4318,90.4318,2.9971,44.5000,1,-4.4114
1,89.8105,89.8105,3.3767,44.5000,1,-4.3611
1,89.4735,89.4735,3.1269,44.5000,1,-4.3115
1,89.0950,89.0950,3.6020,48.2500,1,-4.2614
1,88.4416,88.4416,3.1232,46.3750,1,-4.2116
1,88.1668,88.4416,3.0649,47.5000,1,-4.1615
1,88.1999,88.4416,3.2511,47.5000,1,-4.1115
1,88.4526,88.1999,3.2296,47.5000,1,-4.0614
1,88.5680,88.1999,3.0572,47.0000,1,-4.0115
1,87.2754,87.2754,3.1187,46.0625,1,-3.9614
1,87.1217,87.1217,2.9929,46.0625,1,-3.9115
1,86.4081,86.4081,2.7341,45.6250,1,-3.8615
1,86.1347,86.1347,2.7421,45.6250,1,-3.8115
1,85.4774,85.4774,2.8041,47.0000,1,-3.7615
1,85.2712,85.2712,2.5579,47.0000,1,-3.7115
1,84.8428,85.2427,2.5817,47.4375,1,-3.6615
1,85.2427,84.9196,2.7036,46.5625,1,-3.6113
1,84.8641,84.9196,2.8039,44.9375,1,-3.5616
1,84.9196,85.1350,2.8344,44.9375,1,-3.5112
1,85.3961,84.9196,2.8023,45.5000,1,-3.4615
1,85.1350,84.9196,2.8761,45.8125,1,-3.4115
1,84.7525,84.7525,2.7941,45.9375,1,-3.3616
1,83.8997,84.4155,3.1017,49.9375,1,-3.3111
1,84.4155,84.0927,2.9674,52.0625,1,-3.2616
1,84.0927,83.8997,2.8547,52.0625,1,-3.2115
1,83.6058,83.8968,2.9320,53.8750,1,-3.1611
1,82.9796,83.6058,2.6998,53.7500,1,-3.1115
1,83.8968,83.0348,2.6171,51.7500,1,-3.0615
1,83.0348,82.9796,2.6859,50.4375,1,-3.0115
1,82.2252,82.2252,2.6786,50.6875,1,-2.9612
1,81.9856,81.9856,2.8064,50.6875,1,-2.9116
1,81.4670,81.4670,3.1393,52.6875,1,-2.8614
1,81.0962,81.0962,3.2316,51.7500,1,-2.8115
1,80.5622,80.8723,3.3870,50.6875,1,-2.7615
1,80.8723,80.8472,3.7032,50.6250,1,-2.7115
1,80.4352,80.8472,3.9085,50.8125,1,-2.6613
1,80.8472,80.8723,3.7254,50.8125,1,-2.6116
1,81.1532,80.8472,3.3461,50.5000,1,-2.5612
1,81.3841,80.8472,3.2170,49.1875,1,-2.5116
1,80.6713,80.6713,2.7921,49.8750,1,-2.4613
1,80.4753,80.4753,2.6765,50.5625,1,-2.4116
1,79.9822,79.9822,2.3437,50.5000,1,-2.3612
1,79.4490,79.4490,2.4883,50.5000,1,-2.3115
1,78.8086,78.8086,2.6727,54.3750,1,-2.2612
1,78.1480,78.1480,2.7894,57.1875,1,-2.2115
1,77.6113,77.8608,2.8758,58.8125,1,-2.1614
1,77.5821,77.8608,2.9712,60.4375,1,-2.1115
1,77.8608,77.8608,3.0275,59.7500,1,-2.0614
1,77.9312,77.8788,3.3651,59.7500,1,-2.0115
1,77.8788,77.8788,4.0781,59.7500,1,-1.9616
1,78.3251,77.8788,4.1522,55.7500,1,-1.9115
1,77.8765,77.8765,3.8758,56.8750,1,-1.8610
1,77.0954,77.3082,3.4845,56.8750,1,-1.8115
1,76.8975,77.0954,2.8835,56.8750,1,-1.7613
1,77.3082,77.0954,2.4269,58.6250,1,-1.7115
1,76.9490,77.0849,2.2172,61.8125,1,-1.6616
1,77.3757,77.0849,2.3993,63.9375,1,-1.6114
1,77.0849,76.9490,2.4328,63.7500,1,-1.5611
1,76.5266,76.5266,2.6901,62.8125,1,-1.5116
1,75.4779,75.4779,2.7987,62.8125,1,-1.4615
1,74.8470,74.8470,3.2725,59.6875,1,-1.4115
1,74.7462,74.8470,3.2812,59.6875,1,-1.3614
1,74.4460,74.8470,2.8850,59.6875,1,-1.3116
1,75.3174,75.0125,2.8645,55.7500,1,-1.2615
1,75.0576,75.0576,2.8632,55.7500,1,-1.2116
1,75.0125,75.1826,2.8932,55.7500,1,-1.1616
1,75.2047,75.0576,3.0393,54.8750,1,-1.1111
1,75.1826,75.0125,3.2667,53.5625,1,-1.0614
1,74.5630,74.6895,3.0844,54.5625,1,-1.0116
1,74.6895,74.5630,2.4669,55.0625,1,-0.9615
1,73.8241,73.8241,1.9690,55.0625,1,-0.9115
1,72.8101,73.8139,1.9924,55.0625,1,-0.8616
1,73.7476,73.7476,2.3235,56.8750,1,-0.8111
1,73.8139,73.3351,3.0183,57.6250,1,-0.7616
1,73.2875,73.3351,3.1812,57.8750,1,-0.7113
1,73.3351,73.2875,3.3291,58.7500,1,-0.6616
1,73.0410,73.0410,3.2286,58.7500,1,-0.6115
1,72.2435,72.5201,2.9197,58.7500,1,-0.5616
1,72.5201,72.4314,2.8526,63.1250,1,-0.5115
1,72.4314,72.2571,2.8441,65.5000,1,-0.4613
1,72.2571,72.2873,2.7297,66.0000,1,-0.4116
1,71.9274,72.2571,2.5624,59.5000,1,-0.3613
1,72.2873,71.9274,2.6746,56.4375,1,-0.3116
1,71.2800,71.2800,2.4205,56.4375,1,-0.2614
1,71.1051,71.1424,2.5047,56.1250,1,-0.2113
1,71.1424,71.1424,2.6399,56.8750,1,-0.1616
1,70.7045,71.1424,2.8601,61.0000,1,-0.1110
1,71.5180,71.4653,2.8263,65.3125,1,-0.0615
1,71.7876,71.4653,3.3866,66.6250,1,-0.0116
1,71.4653,71.4653,3.2224,66.6250,1,0.0385
1,70.7784,70.8993,3.2507,66.6250,1,0.0884
1,70.8993,70.7784,3.1468,65.6875,1,0.1385
1,70.2175,70.4214,2.6999,62.3750,1,0.1889
1,70.3355,70.3355,2.2013,64.7500,1,0.2384
1,70.4214,70.2175,2.6905,64.7500,1,0.2885
1,69.7749,70.0478,2.9086,64.7500,1,0.3385
1,70.0478,69.7749,2.8405,61.6875,1,0.3885
1,69.5172,69.5172,3.3926,65.1250,1,0.4384
1,68.9054,68.9199,4.1143,68.0625,1,0.4884
1,68.9199,68.9199,4.5383,68.0625,1,0.5387
1,68.6471,68.9199,4.2929,69.1875,1,0.5884
1,69.5588,68.9514,4.3362,64.8125,1,0.6388
1,68.9514,68.9514,4.1449,64.8125,1,0.6884
1,69.0610,68.9514,4.3693,68.3125,1,0.7385
1,68.3116,68.3116,4.2722,68.2500,1,0.7888
1,68.0874,68.0874,4.7507,68.0625,1,0.8385
1,68.0176,68.0176,4.7716,68.0625,1,0.8884
1,67.9187,67.9187,4.6080,67.7500,1,0.9384
1,67.3601,67.3601,4.0313,67.5000,1,0.9889
1,66.7213,66.9530,4.0422,67.6875,1,1.0384
1,66.1570,66.7213,3.9997,67.5625,1,1.0888
1,66.9530,66.2997,4.1499,67.9375,1,1.1384
1,66.2997,66.1570,4.3850,67.9375,1,1.1886
1,66.0469,66.0696,4.7825,68.5000,1,1.2384
1,66.0696,66.0469,4.1727,63.2500,1,1.2885
1,65.4239,65.4239,4.6323,66.3125,1,1.3388
1,64.7581,65.1506,4.9946,68.5625,1,1.3884
1,65.0098,65.0430,5.1137,69.8125,1,1.4385
1,65.1506,65.0098,4.6644,69.8125,1,1.4884
1,65.0430,65.0098,,70.1250,1,1.5387
1,64.9520,65.0430,,69.8125,1,1.5884
1,64.3992,64.9520,,70.1250,1,1.6389
1,65.0779,64.7329,,70.3750,1,1.6884
1,64.7329,64.3992,,70.3750,1,1.7385
1,64.0510,64.0510,,70.3750,1,1.7884
1,63.5930,63.5930,,70.6875,1,1.8384
1,63.3390,63.3390,,82.5000,1,1.8884
1,63.0986,63.2188,,83.4375,1,1.9387
1,62.5321,63.0986,,83.4375,1,1.9884
