cam_track,h,h_s,v_cam,radar_x,cam_ids_in_window,dt
201,51.6995,51.6995,-7.4969,79.3750,3,-0.0721
201,52.2750,52.2750,-7.0887,79.3750,3,-0.0224
201,53.2022,53.2022,-7.5028,79.6250,3,0.0281
201,53.5006,53.2604,-7.8091,79.3125,3,0.0776
201,53.2604,53.5006,-6.2496,75.4375,3,0.1276
201,53.9191,53.9191,-5.9538,75.4375,3,0.1776
201,53.9498,53.9498,-5.9179,73.5000,3,0.2276
201,56.3475,55.4800,-6.5536,72.7500,3,0.2776
201,55.8939,55.4800,-6.0343,72.7500,3,0.3276
201,55.4800,55.4800,-6.3784,74.2500,3,0.3778
201,55.3637,55.4800,-6.1937,74.2500,3,0.4276
201,55.3907,55.4800,-5.7891,72.5000,3,0.4777
201,55.7670,55.7670,-4.8247,72.5000,3,0.5276
201,56.4708,56.4708,-5.4333,72.0625,3,0.5779
201,56.6616,56.4708,-6.0584,67.3750,3,0.6276
201,56.7144,56.4708,-6.1190,74.1875,3,0.7276
201,56.2409,56.5622,-6.0823,74.1875,3,0.7776
201,55.7963,56.5039,-2.6164,68.1250,3,0.8276
201,56.5622,56.3188,-2.0675,68.8750,3,0.9276
201,56.5039,56.5039,-2.1487,71.6250,3,0.9780
201,56.3188,56.5622,-2.1969,73.3125,3,1.0276
201,56.9719,56.9719,-2.4976,73.3125,3,1.0777
201,57.1550,57.1550,-2.4169,76.4375,3,1.1276
201,57.7691,57.7691,-1.5964,77.8750,3,1.1782
201,64.5775,58.9346,-1.7000,78.4375,3,1.2277
201,60.7078,58.9346,-1.9650,78.5625,3,1.2781
201,58.9346,58.9346,-1.8772,76.3750,3,1.3276
201,57.8214,57.8214,-1.9532,76.3750,3,1.3779
201,57.2075,57.3017,-2.0676,68.5625,3,1.4276
201,57.1409,57.3017,-1.9353,71.9375,3,1.4776
201,57.3017,57.3017,,67.6875,3,1.5281
201,57.7020,57.5546,,71.6250,3,1.5776
201,57.5546,57.7020,,74.1250,3,1.6278
201,57.7335,57.7335,,74.1250,3,1.6776
201,57.8071,57.8071,,68.0625,3,1.7276
201,58.0431,57.9450,,66.6875,3,1.7779
201,57.9450,58.0117,,66.8125,3,1.8276
201,58.1959,58.0117,,66.2500,3,1.8779
201,58.0117,58.0050,,66.0000,3,1.9276
201,57.9983,58.0117,,66.0000,3,1.9777
