trackId,dRel,yRel,vRel,slot,age,v_ground,v_range,dt
1,31.3125,-2.7188,1.3806,0.0000,126.0000,19.2750,,-16.9922
1,32.7500,-2.7344,1.2333,0.0000,126.0000,19.1250,,-16.9316
1,33.4375,-2.7500,1.4278,0.0000,126.0000,19.2750,,-16.8721
1,32.5000,-2.7500,1.4167,0.0000,126.0000,19.2750,,-16.8121
1,33.7500,-2.7656,1.5667,0.0000,126.0000,19.4250,,-16.7523
1,34.1250,-2.7812,1.7306,0.0000,126.0000,19.5750,,-16.6919
1,32.9375,-2.7656,1.7361,0.0000,126.0000,19.5750,,-16.6323
1,32.8750,-2.7031,1.7222,0.0000,126.0000,19.5750,,-16.5725
1,35.5000,-2.6094,1.7694,0.0000,126.0000,19.5750,,-16.5122
1,35.1250,-2.5938,1.9417,0.0000,126.0000,19.7250,,-16.4517
1,35.6875,-2.6094,1.8250,0.0000,126.0000,19.5750,,-16.3921
1,36.2500,-2.5781,1.9667,0.0000,126.0000,19.7250,,-16.3322
1,35.5000,-2.5625,2.1500,0.0000,126.0000,19.8750,,-16.2716
1,39.5000,-2.5625,2.1250,0.0000,126.0000,19.8750,,-16.2121
1,39.1875,-2.5156,1.9667,0.0000,126.0000,19.7250,,-16.1517
1,39.4375,-2.3906,1.9556,0.0000,126.0000,19.7250,,-16.0919
1,39.4375,-2.3906,1.7917,0.0000,126.0000,19.5750,,-16.0417
1,37.3125,-2.2969,1.7000,0.0000,126.0000,19.4250,3.1392,-15.9724
1,39.1875,-2.2031,1.9861,0.0000,126.0000,19.7250,3.7202,-15.9117
1,36.1250,-2.1250,2.0139,0.0000,126.0000,19.7250,4.0553,-15.8520
1,37.3125,-2.0625,1.8833,0.0000,126.0000,19.5750,3.7202,-15.7924
1,37.3125,-2.0625,1.8750,0.0000,126.0000,19.5750,4.1965,-15.7315
1,37.6875,-1.9688,1.7500,0.0000,126.0000,19.4250,4.4207,-15.6716
1,36.6875,-1.8438,1.8944,0.0000,126.0000,19.5750,4.0239,-15.6117
1,37.1250,-1.7656,1.5944,0.0000,126.0000,19.2750,2.8657,-15.5521
1,37.1250,-1.7656,1.7500,0.0000,126.0000,19.4250,2.3472,-15.4816
1,38.1875,-1.6406,1.5833,0.0000,126.0000,19.2750,1.7077,-15.4218
1,38.1875,-1.6406,1.7222,0.0000,126.0000,19.4250,1.7074,-15.3619
1,37.4375,-1.5469,1.8611,0.0000,126.0000,19.5750,2.0725,-15.3016
1,37.4375,-1.5000,1.5806,0.0000,126.0000,19.2750,1.7992,-15.2417
1,37.4375,-1.5000,1.4556,0.0000,126.0000,19.1250,0.2439,-15.1821
1,42.1250,-1.3906,1.3083,0.0000,126.0000,18.9750,0.1220,-15.1226
1,39.1875,-1.2969,1.3167,0.0000,126.0000,18.9750,-0.1532,-15.0618
1,38.1250,-1.2031,1.0111,0.0000,126.0000,18.6750,-0.0305,-15.0020
1,37.6250,-1.1406,1.0278,0.0000,126.0000,18.6750,-0.7045,-14.9415
1,40.2500,-1.0625,1.1889,0.0000,126.0000,18.8250,-0.4573,-14.8820
1,41.0625,-1.0156,1.3167,0.0000,126.0000,18.9750,-0.4573,-14.8223
1,41.0625,-1.0156,1.6528,0.0000,126.0000,19.2750,-0.4594,-14.7624
1,42.6250,-0.9062,1.6472,0.0000,126.0000,19.2750,-0.3964,-14.7119
1,42.0000,-0.7969,1.6306,0.0000,126.0000,19.2750,-0.3965,-14.6419
1,43.3125,-0.7344,1.7917,0.0000,126.0000,19.4250,-0.3049,-14.5820
1,40.0000,-0.6875,1.6528,0.0000,126.0000,19.2750,0.1524,-14.5224
1,38.2500,-0.6562,1.9500,0.0000,126.0000,19.5750,0.5823,-14.4619
1,38.2500,-0.6562,1.9806,0.0000,126.0000,19.5750,0.6435,-14.4021
1,39.9375,-0.5156,1.9083,0.0000,126.0000,19.5750,0.6403,-14.3422
1,39.0000,-0.4219,1.8083,0.0000,126.0000,19.4250,0.7354,-14.2816
1,40.5625,-0.3750,1.9056,0.0000,126.0000,19.5750,0.6403,-14.2221
1,40.7500,-0.3594,1.9500,0.0000,126.0000,19.5750,-0.8274,-14.1624
1,39.6875,-0.3438,1.9722,0.0000,126.0000,19.5750,-1.1580,-14.1020
1,39.1250,-0.3281,1.8361,0.0000,126.0000,19.4250,-0.5489,-14.0515
1,39.1250,-0.3281,1.9389,0.0000,126.0000,19.5750,-1.2808,-13.9918
1,37.7500,-0.3281,2.2472,0.0000,126.0000,19.8750,-1.0673,-13.9320
1,36.3750,-0.2656,2.3694,0.0000,126.0000,20.0250,-1.5551,-13.8616
1,36.3750,-0.2656,2.4833,0.0000,126.0000,20.1750,-1.4629,-13.8020
1,35.6250,-0.2188,2.6333,0.0000,126.0000,20.3250,-1.3716,-13.7515
1,36.5000,-0.1406,2.7694,0.0000,126.0000,20.4750,-1.4567,-13.6816
1,36.5000,-0.1406,2.5944,0.0000,126.0000,20.3250,-1.0669,-13.6222
1,38.3125,-0.1406,2.5972,0.0000,126.0000,20.3250,-0.6707,-13.5617
1,35.3125,-0.1875,2.4528,0.0000,126.0000,20.1750,0.3049,-13.5018
1,37.4375,-0.1562,2.1222,0.0000,126.0000,19.8750,0.4878,-13.4422
