cam_track,h,h_s,v_cam,radar_x,cam_ids_in_window,dt
35,56.7292,56.8094,-1.9963,67.0000,3,-4.7469
35,56.8094,56.8094,-2.0801,72.8125,3,-4.6969
35,57.6541,57.6541,-1.9864,72.8125,3,-4.6469
35,58.0306,57.6541,-1.8578,68.0000,3,-4.5969
35,58.4109,57.7075,-2.2374,74.9375,3,-4.5469
35,57.6095,58.0306,-2.6576,74.9375,3,-4.4969
35,57.7075,58.0271,-2.3475,70.3750,3,-4.4469
35,58.1019,58.0271,-2.9801,69.8750,3,-4.3969
35,58.0271,58.1019,-3.1276,70.6875,3,-4.3469
35,58.2077,58.2077,-3.1308,69.9375,3,-4.2969
35,58.7294,58.7294,-3.0102,69.4375,3,-4.2469
35,59.5498,58.7369,-3.3178,69.4375,3,-4.1969
35,59.0492,58.7369,-3.1090,71.6250,3,-4.1469
35,58.7369,58.7369,-2.9151,67.0625,3,-4.0969
35,58.6132,58.7369,-2.9268,66.0625,3,-4.0469
35,58.5295,58.7369,-2.7612,67.8750,3,-3.9969
35,59.2404,58.6132,-2.6220,67.8750,3,-3.9469
35,59.3675,59.0018,-2.7653,67.8750,3,-3.8969
35,58.3062,59.2404,-2.8012,69.3125,3,-3.8469
35,59.0018,59.2711,-3.3478,66.3750,3,-3.7969
35,59.5287,59.2711,-2.8580,69.2500,3,-3.7469
35,59.2711,59.5287,-2.8490,69.2500,3,-3.6969
35,60.1575,60.1575,-3.2214,74.8125,3,-3.6469
35,60.5825,60.1575,-3.2214,74.8125,3,-3.5969
35,60.2615,60.2615,-3.2214,74.8125,3,-3.5469
35,60.0556,60.3862,-3.5204,68.1250,3,-3.4969
35,60.4457,60.2615,-3.7684,69.1875,3,-3.4469
35,60.3862,60.3862,-4.1185,69.1875,3,-3.3969
35,60.0639,60.4457,-4.1664,69.1875,3,-3.3470
35,61.1497,61.1497,-4.2010,69.1875,3,-3.2970
35,61.5875,61.1497,-4.2756,70.2500,3,-3.2470
35,61.4437,61.1497,-3.9692,68.8125,3,-3.1969
35,60.5829,61.2688,-3.6820,67.3750,3,-3.1469
35,60.6609,61.2688,-3.6623,66.6250,3,-3.0969
35,61.2688,61.2688,-3.6553,67.6875,3,-3.0469
35,61.7822,61.7822,-3.9227,67.6875,3,-2.9969
35,61.8219,61.8219,-4.1846,68.1875,3,-2.9469
35,62.5405,62.5405,-4.5887,66.6250,3,-2.8970
35,62.9095,62.8359,-5.0110,66.6250,3,-2.8470
35,62.8993,62.8993,-4.2219,66.6250,3,-2.7970
35,62.8359,62.9095,-4.3343,68.1875,3,-2.7469
35,63.4599,62.9848,-4.2723,67.4375,3,-2.6970
35,63.5299,63.4599,-4.2092,68.6250,3,-2.6470
35,62.9848,63.4789,-4.4089,68.5000,3,-2.5970
35,63.4789,63.5299,-4.8649,70.0000,3,-2.5470
35,64.5924,63.9078,-4.3246,65.3750,3,-2.4969
35,63.9078,63.9899,-4.4275,65.3750,3,-2.4470
35,63.9899,64.5924,-3.6655,64.5000,3,-2.3970
35,65.2626,65.0580,-4.3513,69.0000,3,-2.3470
35,65.0726,65.0580,-4.1834,63.7500,3,-2.2970
35,65.0580,65.0726,-4.2196,64.3125,3,-2.2470
35,65.0011,65.0580,-4.4931,66.6875,3,-2.1970
35,65.2508,65.0580,-4.0017,66.6875,3,-2.1469
35,64.8913,65.2508,-5.0350,64.5625,3,-2.0969
35,65.9082,65.5816,-5.4165,65.0000,3,-2.0469
35,65.5816,65.9082,-5.4115,64.2500,3,-1.9969
35,66.0521,66.0521,-5.4389,63.0625,3,-1.9469
35,66.1110,66.1110,-5.0892,63.0625,3,-1.8969
35,66.8353,66.8353,-5.6799,63.3750,3,-1.8469
35,67.2736,67.0629,-6.0950,63.3750,3,-1.7969
35,67.0629,67.0738,-5.8346,60.7500,3,-1.7469
35,67.0738,67.2736,-6.4120,66.7500,3,-1.6969
35,67.2945,67.2945,-5.5746,64.7500,3,-1.6469
35,68.5049,68.5049,-5.3608,64.7500,3,-1.5969
35,68.9195,68.9195,-5.2154,67.2500,3,-1.5469
35,69.8884,69.3884,-4.9277,67.7500,3,-1.4969
35,69.3884,69.6125,-5.6088,69.0625,3,-1.4469
35,69.6125,69.8884,-6.2409,70.0625,3,-1.3969
35,71.0090,71.0090,-5.8097,70.0625,3,-1.3469
35,71.5516,71.4647,-5.2699,66.2500,3,-1.2969
35,72.4543,71.4647,-5.2589,66.2500,3,-1.2469
35,71.4647,71.4647,-5.0813,64.3750,3,-1.1969
35,70.7485,70.7676,-5.3926,64.3750,3,-1.1469
35,70.6594,70.7485,-4.5215,64.3750,3,-1.0969
35,70.7676,70.7485,-4.6810,64.1875,3,-1.0469
35,70.5282,70.7676,-4.4371,64.1875,3,-0.9969
35,71.5149,71.5149,-4.7668,63.3750,3,-0.9470
35,72.1337,72.1337,-4.5666,63.3750,3,-0.8969
35,72.4859,72.4859,-3.4901,62.5625,3,-0.8469
35,72.6667,72.4859,-3.1072,63.1250,3,-0.7969
35,73.0331,72.4859,-2.8472,67.1250,3,-0.7469
35,72.2675,72.6667,-2.6249,67.1250,3,-0.6969
35,72.2840,73.0331,-3.1687,64.4375,3,-0.6470
35,73.3702,73.3702,-3.1895,64.5000,3,-0.5970
35,74.0083,74.0083,-4.7578,63.6875,3,-0.5470
35,74.2359,74.2359,-5.0544,67.2500,3,-0.4970
35,74.9181,74.9181,-4.8386,67.2500,3,-0.4470
35,74.9834,74.9834,-4.5572,67.2500,3,-0.3970
35,75.0939,74.9834,-4.5726,59.8750,3,-0.3470
35,74.9889,74.9834,-5.2296,57.1250,3,-0.2970
35,74.4911,74.4911,-6.7100,63.5000,3,-0.2469
35,74.0706,74.2502,-6.4842,57.3750,3,-0.1970
35,74.2502,74.2502,-6.3408,57.3750,3,-0.1470
35,73.8029,74.2502,-6.8319,56.0000,3,-0.0970
35,76.1648,76.1036,-7.0924,61.6875,3,-0.0469
35,76.1036,76.1648,-6.8444,56.5000,3,0.0031
35,76.7280,76.7280,-6.9327,60.8750,3,0.0531
35,77.0756,77.0756,-6.2732,55.3125,3,0.1030
35,78.0905,78.0905,-6.9684,55.3125,3,0.1530
35,79.2466,79.2466,-6.9977,53.4375,3,0.2031
35,80.3660,80.3660,-7.4086,53.0625,3,0.2531
35,81.3351,81.1238,-7.9790,53.0625,3,0.3031
35,81.1238,81.3351,-7.7506,51.5000,3,0.3531
35,82.6234,82.6234,-6.8825,46.1250,3,0.4030
35,82.7965,82.7965,-5.7079,46.1250,3,0.4530
35,83.7342,83.5308,-5.4168,44.0000,3,0.5031
35,83.5308,83.7225,-5.2349,45.3750,3,0.5531
35,83.7225,83.7342,-5.3614,45.2500,3,0.6030
35,85.3205,84.7653,-5.1170,44.6875,3,0.6531
35,84.7653,85.1663,-4.2900,42.3750,3,0.7031
35,85.9383,85.3205,-3.7539,42.3750,3,0.7531
35,85.1663,85.9383,-3.7947,42.5000,3,0.8031
35,86.4037,85.9383,-3.5679,40.3125,3,0.8531
35,86.2724,85.7897,-3.1728,40.0000,3,0.9031
35,85.1898,85.7897,-3.1242,40.1875,3,0.9531
35,85.7897,85.7897,-2.9253,40.1875,3,1.0031
35,85.6434,85.7897,-3.1337,40.1875,3,1.0531
35,86.4380,86.4380,-3.4817,40.2500,3,1.1031
35,87.3831,87.2356,-3.4580,41.6250,3,1.1531
35,87.2356,87.3831,-3.6375,42.6875,3,1.2031
35,87.5415,87.5415,-3.4804,40.5625,3,1.2531
35,88.5767,88.4273,-3.1249,39.8750,3,1.3031
35,88.4273,88.5767,-3.1250,39.8750,3,1.3531
35,89.2372,89.1858,-3.0291,42.5000,3,1.4032
35,89.1858,89.2372,-3.0159,42.5000,3,1.4531
35,89.6001,89.6001,-3.1687,44.9375,3,1.5031
35,90.2558,90.2558,,44.5625,3,1.5531
35,91.0134,91.0134,,44.8125,3,1.6031
35,91.8388,91.8388,,44.8125,3,1.6531
35,92.4701,92.4701,,44.4375,3,1.7031
35,92.8030,92.6770,,45.1875,3,1.7531
35,92.6770,92.6770,,42.8125,3,1.8031
35,93.2038,92.6770,,43.0000,3,1.8531
35,91.8452,91.9008,,44.1250,3,1.9031
35,91.9008,91.8730,,44.1250,3,1.9530
35,91.6978,91.8452,,43.1875,3,2.0031
