v_ego,a_ego,v_cruise_kph,long_state,brake,gas,model_x,model_y,model_v,model_prob,rec_aTarget,rec_hasLead,rec_lead_dRel,vision_l1_present,vision_l1_radar,vision_l1_trackId,vision_l1_dRel,vision_l1_yRel,vision_l1_vLead,vision_l1_aLeadK,vision_l1_modelProb,vision_l2_present,vision_l2_radar,vision_l2_dRel,vision_aTarget,vision_source,vision_fcw,vision_crash_cnt,vision_n_tracks,raw_l1_present,raw_l1_radar,raw_l1_trackId,raw_l1_dRel,raw_l1_yRel,raw_l1_vLead,raw_l1_aLeadK,raw_l1_modelProb,raw_l2_present,raw_l2_radar,raw_l2_dRel,raw_aTarget,raw_source,raw_fcw,raw_crash_cnt,raw_n_tracks,openpilot_l1_present,openpilot_l1_radar,openpilot_l1_trackId,openpilot_l1_dRel,openpilot_l1_yRel,openpilot_l1_vLead,openpilot_l1_aLeadK,openpilot_l1_modelProb,openpilot_l2_present,openpilot_l2_radar,openpilot_l2_dRel,openpilot_aTarget,openpilot_source,openpilot_fcw,openpilot_crash_cnt,openpilot_n_tracks,dt
34.8600,-0.0660,126.0000,pid,0,0,124.9380,-0.0860,32.8440,0.4860,0.0230,0.0000,0.0000,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,123.6050,0.1404,0,0,0,0,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,127.5620,-0.0990,2,0,0,2,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,123.6050,0.1404,0,0,0,1,-11.4563
34.8500,-0.0960,126.0000,pid,0,0,119.8750,-0.0960,32.9380,0.6110,0.0230,1.0000,123.4180,1,0,-1,118.3550,0.0960,33.0680,-0.0610,0.6110,1,0,118.6680,0.1504,0,0,0,0,1,0,-1,118.3550,0.0960,33.0680,-0.0610,0.6110,1,0,118.6680,-0.0971,2,0,0,1,1,0,-1,118.3550,0.0960,33.0680,-0.0610,0.6110,1,0,118.6680,0.1504,0,0,0,1,-11.4097
34.8680,0.0870,126.0000,pid,0,0,121.1880,-0.0590,31.8750,0.5630,0.0230,1.0000,118.3550,1,0,-1,119.6680,0.0590,32.0990,-0.0820,0.6010,1,0,119.9180,0.1317,0,0,0,0,1,0,-1,119.6680,0.0590,32.0990,-0.0820,0.6010,1,0,119.9180,-0.1174,2,0,0,1,1,0,-1,119.6680,0.0590,32.0990,-0.0820,0.6010,1,0,119.9180,0.1317,0,0,0,1,-11.3607
34.9000,0.2670,126.0000,pid,0,0,121.8120,-0.0650,32.6560,0.5050,0.0230,1.0000,119.6680,1,0,-1,120.2930,0.0650,32.9490,-0.0800,0.5820,1,0,120.4800,0.1005,0,0,0,0,1,0,-1,120.2930,0.0650,32.9490,-0.0800,0.5820,1,0,120.4800,-0.1303,2,0,0,1,1,0,-1,120.2930,0.0650,32.9490,-0.0800,0.5820,1,0,120.4800,0.1005,0,0,0,1,-11.3078
34.9230,0.3560,126.0000,pid,0,0,123.3120,-0.1240,32.4060,0.2730,0.0230,1.0000,120.2930,1,0,-1,121.7930,0.1240,32.7800,-0.0680,0.5200,1,0,121.9800,0.0766,0,0,0,0,1,0,-1,121.7930,0.1240,32.7800,-0.0680,0.5200,1,0,121.9800,-0.1547,2,0,0,1,1,0,-1,121.7930,0.1240,32.7800,-0.0680,0.5200,1,0,121.9800,0.0766,0,0,0,1,-11.2601
34.9470,0.4050,126.0000,pid,0,0,122.8750,-0.0970,32.8120,0.2740,0.0230,0.0000,0.0000,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,121.4180,0.0531,0,0,0,0,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,121.4180,-0.1689,2,0,0,1,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,121.4180,0.0531,0,0,0,1,-11.2086
34.9470,0.2490,126.0000,pid,0,0,123.6250,-0.0940,32.8120,0.2940,0.0230,0.0000,0.0000,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0529,0,0,0,0,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0363,1,0,0,2,0,0,-1,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0529,0,0,0,1,-11.1593
34.9410,0.0930,126.0000,pid,0,0,122.5620,-0.0750,33.0620,0.5030,0.0220,0.0000,0.0000,1,0,-1,121.0430,0.0750,33.4340,-0.0680,0.5030,1,0,121.2300,0.0593,0,0,0,0,1,1,11,121.1250,0.0310,59.8550,15.1630,0.5030,1,1,121.1250,0.0593,0,0,0,2,1,0,-1,121.0430,0.0750,33.4340,-0.0680,0.5030,1,0,121.2300,0.0593,0,0,0,1,-11.1097
34.9190,-0.1320,126.0000,pid,0,0,123.5620,-0.1550,32.1560,0.6710,0.0220,1.0000,121.0430,1,0,-1,122.0430,0.1550,32.7130,-0.0820,0.6710,1,0,122.2930,0.0814,0,0,0,0,1,1,11,121.1250,0.0310,46.6660,23.5440,0.6710,1,1,121.1250,0.0814,0,0,0,2,1,0,-1,122.0430,0.1550,32.7130,-0.0820,0.6710,1,0,122.2930,0.0814,0,0,0,1,-11.0592
34.8930,-0.2740,126.0000,pid,0,0,125.2500,-0.0720,32.1560,0.4600,0.0220,1.0000,122.0430,1,0,-1,123.7300,0.0720,32.5560,-0.0800,0.6280,1,0,123.7930,0.1066,0,0,0,0,1,1,11,121.1250,0.0310,46.6410,30.0350,0.6280,1,1,121.1250,0.1066,0,0,0,2,1,0,-1,123.7300,0.0720,32.5560,-0.0800,0.6280,1,0,123.7930,0.1066,0,0,0,1,-11.0100
34.8800,-0.2590,126.0000,pid,0,0,125.7500,-0.0980,32.2810,0.4450,0.0220,1.0000,123.7300,1,0,-1,124.2300,0.0980,32.5730,-0.0760,0.5920,1,0,124.2300,0.1202,0,0,0,0,1,0,-1,124.2300,0.0980,32.5730,-0.0760,0.5920,1,0,124.2300,0.1202,0,0,0,1,1,0,-1,124.2300,0.0980,32.5730,-0.0760,0.5920,1,0,124.2300,0.1202,0,0,0,1,-10.9603
34.8740,-0.2110,126.0000,pid,0,0,127.4380,-0.0850,32.1250,0.3850,0.0220,1.0000,124.2300,1,0,-1,125.9180,0.0850,32.2980,-0.0780,0.5510,1,0,125.9180,0.1261,0,0,0,0,1,0,-1,125.9180,0.0850,32.2980,-0.0780,0.5510,1,0,125.9180,0.1261,0,0,0,1,1,0,-1,125.9180,0.0850,32.2980,-0.0780,0.5510,1,0,125.9180,0.1261,0,0,0,1,-10.9073
34.8720,-0.1580,126.0000,pid,0,0,125.8120,-0.1060,31.8750,0.5700,0.0220,1.0000,125.9180,1,0,-1,124.2930,0.1060,32.2530,-0.0770,0.5700,1,0,124.4800,0.1280,0,0,0,0,1,0,-1,124.2930,0.1060,32.2530,-0.0770,0.5700,1,0,124.4800,0.1280,0,0,0,1,1,0,-1,124.2930,0.1060,32.2530,-0.0770,0.5700,1,0,124.4800,0.1280,0,0,0,1,-10.8603
34.8830,-0.0010,126.0000,pid,0,0,123.6880,-0.0980,32.3750,0.5780,0.0220,1.0000,124.2930,1,0,-1,122.1680,0.0980,32.7640,-0.0750,0.5780,1,0,122.3550,0.1173,0,0,0,0,1,0,-1,122.1680,0.0980,32.7640,-0.0750,0.5780,1,0,122.3550,0.1173,0,0,0,1,1,0,-1,122.1680,0.0980,32.7640,-0.0750,0.5780,1,0,122.3550,0.1173,0,0,0,1,-10.7897
34.8920,0.0770,126.0000,pid,0,0,120.4380,-0.1340,32.8750,0.7020,0.0220,1.0000,122.1680,1,0,-1,118.9180,0.1340,33.1980,-0.0730,0.7020,1,0,119.2300,0.1081,0,0,0,0,1,0,-1,118.9180,0.1340,33.1980,-0.0730,0.7020,1,0,119.2300,0.1081,0,0,0,1,1,0,-1,118.9180,0.1340,33.1980,-0.0730,0.7020,1,0,119.2300,0.1081,0,0,0,1,-10.7570
34.8950,0.0770,126.0000,pid,0,0,119.0620,-0.1590,32.8440,0.7810,0.0220,1.0000,118.9180,1,0,-1,117.5430,0.1590,33.1890,-0.0700,0.7810,1,0,117.9180,0.1047,0,0,0,0,1,0,-1,117.5430,0.1590,33.1890,-0.0700,0.7810,1,0,117.9180,0.1047,0,0,0,1,1,0,-1,117.5430,0.1590,33.1890,-0.0700,0.7810,1,0,117.9180,0.1047,0,0,0,1,-10.7102
34.8970,0.0600,126.0000,pid,0,0,118.1880,-0.1040,32.7500,0.8240,0.0220,1.0000,117.5430,1,0,-1,116.6680,0.1040,33.2470,-0.0740,0.8240,1,0,117.1050,0.1033,0,0,0,0,1,0,-1,116.6680,0.1040,33.2470,-0.0740,0.8240,1,0,117.1050,0.1033,0,0,0,1,1,0,-1,116.6680,0.1040,33.2470,-0.0740,0.8240,1,0,117.1050,0.1033,0,0,0,1,-10.6567
34.9100,0.1460,126.0000,pid,0,0,120.0620,-0.0720,32.6560,0.7320,0.0230,1.0000,116.6680,1,0,-1,118.5430,0.0720,33.0730,-0.0700,0.8060,1,0,118.9180,0.0897,0,0,0,0,1,0,-1,118.5430,0.0720,33.0730,-0.0700,0.8060,1,0,118.9180,0.0897,0,0,0,1,1,0,-1,118.5430,0.0720,33.0730,-0.0700,0.8060,1,0,118.9180,0.0897,0,0,0,1,-10.6113
34.9170,0.1330,126.0000,pid,0,0,122.2500,-0.1300,32.2190,0.6960,0.0230,1.0000,118.5430,1,0,-1,120.7300,0.1300,32.6420,-0.0750,0.7840,1,0,121.0430,0.0833,0,0,0,0,1,0,-1,120.7300,0.1300,32.6420,-0.0750,0.7840,1,0,121.0430,0.0833,0,0,0,1,1,0,-1,120.7300,0.1300,32.6420,-0.0750,0.7840,1,0,121.0430,0.0833,0,0,0,1,-10.5582
34.9170,0.0860,126.0000,pid,0,0,123.5620,-0.0890,32.1880,0.5270,0.0230,1.0000,120.7300,1,0,-1,122.0430,0.0890,32.5540,-0.0780,0.7330,1,0,122.1680,0.0830,0,0,0,0,1,0,-1,122.0430,0.0890,32.5540,-0.0780,0.7330,1,0,122.1680,0.0830,0,0,0,1,1,0,-1,122.0430,0.0890,32.5540,-0.0780,0.7330,1,0,122.1680,0.0830,0,0,0,1,-10.5098
34.9090,-0.0120,126.0000,pid,0,0,123.2500,-0.1020,32.0310,0.5760,0.0230,1.0000,122.0430,1,0,-1,121.7300,0.1020,32.5220,-0.0730,0.7010,1,0,121.9180,0.0910,0,0,0,0,1,0,-1,121.7300,0.1020,32.5220,-0.0730,0.7010,1,0,121.9180,0.0910,0,0,0,1,1,0,-1,121.7300,0.1020,32.5220,-0.0730,0.7010,1,0,121.9180,0.0910,0,0,0,1,-10.4598
34.8990,-0.0960,126.0000,pid,0,0,121.6250,-0.0110,32.4060,0.6210,0.0230,1.0000,121.7300,1,0,-1,120.1050,0.0110,32.7550,-0.0710,0.6850,1,0,120.2300,0.1011,0,0,0,0,1,0,-1,120.1050,0.0110,32.7550,-0.0710,0.6850,1,0,120.2300,0.1011,0,0,0,1,1,0,-1,120.1050,0.0110,32.7550,-0.0710,0.6850,1,0,120.2300,0.1011,0,0,0,1,-10.4109
34.9040,-0.0130,126.0000,pid,0,0,122.1250,0.0000,32.5940,0.6260,0.0230,1.0000,120.1050,1,0,-1,120.6050,-0.0000,32.9100,-0.0770,0.6730,1,0,120.8550,0.0957,0,0,0,0,1,0,-1,120.6050,-0.0000,32.9100,-0.0770,0.6730,1,0,120.8550,0.0957,0,0,0,1,1,0,-1,120.6050,-0.0000,32.9100,-0.0770,0.6730,1,0,120.8550,0.0957,0,0,0,1,-10.3582
34.9040,-0.0090,126.0000,pid,0,0,125.6250,0.0230,32.2190,0.3790,0.0230,1.0000,120.6050,1,0,-1,124.1050,-0.0230,32.4780,-0.0740,0.6150,1,0,124.0430,0.0964,0,0,0,0,1,0,-1,124.1050,-0.0230,32.4780,-0.0740,0.6150,1,0,124.0430,0.0964,0,0,0,1,1,0,-1,124.1050,-0.0230,32.4780,-0.0740,0.6150,1,0,124.0430,0.0964,0,0,0,1,-10.3105
34.8980,-0.0510,126.0000,pid,0,0,124.1250,0.0100,32.0620,0.5840,0.0230,1.0000,124.1050,1,0,-1,122.6050,-0.0100,32.5420,-0.0820,0.6090,1,0,122.7300,0.1019,0,0,0,0,1,0,-1,122.6050,-0.0100,32.5420,-0.0820,0.6090,1,0,122.7300,0.1019,0,0,0,1,1,0,-1,122.6050,-0.0100,32.5420,-0.0820,0.6090,1,0,122.7300,0.1019,0,0,0,1,-10.2580
34.8900,-0.0940,126.0000,pid,0,0,125.1880,-0.0100,32.2500,0.5460,0.0230,1.0000,122.6050,1,0,-1,123.6680,0.0100,32.5710,-0.0800,0.5960,1,0,123.7300,0.1100,0,0,0,0,1,0,-1,123.6680,0.0100,32.5710,-0.0800,0.5960,1,0,123.7300,0.1100,0,0,0,1,1,0,-1,123.6680,0.0100,32.5710,-0.0800,0.5960,1,0,123.7300,0.1100,0,0,0,1,-10.2061
34.8920,-0.0450,126.0000,pid,0,0,124.5000,-0.0410,32.4060,0.4950,0.0240,1.0000,123.6680,1,0,-1,122.9800,0.0410,32.6920,-0.0720,0.5760,1,0,123.0430,0.1077,0,0,0,0,1,0,-1,122.9800,0.0410,32.6920,-0.0720,0.5760,1,0,123.0430,0.1077,0,0,0,1,1,0,-1,122.9800,0.0410,32.6920,-0.0720,0.5760,1,0,123.0430,0.1077,0,0,0,1,-10.1604
34.8940,-0.0130,126.0000,pid,0,0,124.0000,-0.0310,32.8120,0.4920,0.0240,1.0000,122.9800,1,0,-1,122.4800,0.0310,32.9680,-0.0780,0.5590,1,0,122.5430,0.1064,0,0,0,0,1,0,-1,122.4800,0.0310,32.9680,-0.0780,0.5590,1,0,122.5430,0.1064,0,0,0,1,1,0,-1,122.4800,0.0310,32.9680,-0.0780,0.5590,1,0,122.5430,0.1064,0,0,0,1,-10.1067
34.9000,0.0570,126.0000,pid,0,0,125.1880,0.0140,32.5940,0.4790,0.0240,1.0000,122.4800,1,0,-1,123.6680,-0.0140,32.9250,-0.0810,0.5430,1,0,123.6680,0.0996,0,0,0,0,1,0,-1,123.6680,-0.0140,32.9250,-0.0810,0.5430,1,0,123.6680,0.0996,0,0,0,1,1,0,-1,123.6680,-0.0140,32.9250,-0.0810,0.5430,1,0,123.6680,0.0996,0,0,0,1,-10.0601
34.9000,0.0280,126.0000,pid,0,0,124.2500,0.0120,32.5940,0.5620,0.0240,1.0000,123.6680,1,0,-1,122.7300,-0.0120,32.8690,-0.0830,0.5620,1,0,122.8550,0.0995,0,0,0,0,1,0,-1,122.7300,-0.0120,32.8690,-0.0830,0.5620,1,0,122.8550,0.0995,0,0,0,1,1,0,-1,122.7300,-0.0120,32.8690,-0.0830,0.5620,1,0,122.8550,0.0995,0,0,0,1,-9.9897
34.8950,-0.0240,126.0000,pid,0,0,121.6250,0.0470,32.6250,0.6630,0.0240,1.0000,122.7300,1,0,-1,120.1050,-0.0470,32.9320,-0.0820,0.6630,1,0,120.3550,0.1049,0,0,0,0,1,0,-1,120.1050,-0.0470,32.9320,-0.0820,0.6630,1,0,120.3550,0.1049,0,0,0,1,1,0,-1,120.1050,-0.0470,32.9320,-0.0820,0.6630,1,0,120.3550,0.1049,0,0,0,1,-9.9573
34.8980,0.0040,126.0000,pid,0,0,121.2500,0.0570,32.3120,0.7540,0.0240,1.0000,120.1050,1,0,-1,119.7300,-0.0570,32.6980,-0.0760,0.7540,1,0,120.0430,0.1019,0,0,0,0,1,1,12,119.6250,-0.2340,51.2560,0.0000,0.7540,1,1,119.6250,0.1019,0,0,0,2,1,0,-1,119.7300,-0.0570,32.6980,-0.0760,0.7540,1,0,120.0430,0.1019,0,0,0,1,-9.9069
34.8930,-0.0430,126.0000,pid,0,0,123.0000,0.0610,32.5310,0.6070,0.0240,1.0000,119.7300,1,0,-1,121.4800,-0.0610,32.9300,-0.0730,0.7250,1,0,121.6680,0.1072,0,0,0,0,1,1,12,118.2500,-0.2190,31.7620,-5.5670,0.7250,1,1,118.2500,0.1072,0,0,0,2,1,0,-1,121.4800,-0.0610,32.9300,-0.0730,0.7250,1,0,121.6680,0.1072,0,0,0,1,-9.8587
34.8890,-0.0560,126.0000,pid,0,0,124.6880,0.0500,32.1880,0.4370,0.0240,1.0000,121.4800,1,0,-1,123.1680,-0.0500,32.5830,-0.0720,0.6670,1,0,123.2300,0.1114,0,0,0,0,1,1,12,118.2500,-0.2190,31.7580,-10.0270,0.6670,1,1,118.2500,0.1114,0,0,0,2,1,0,-1,123.1680,-0.0500,32.5830,-0.0720,0.6670,1,0,123.2300,0.1114,0,0,0,1,-9.8104
34.8900,-0.0350,126.0000,pid,0,0,123.5620,0.0510,32.0000,0.5440,0.0240,1.0000,123.1680,1,0,-1,122.0430,-0.0510,32.3210,-0.0730,0.6430,1,0,122.1680,0.1101,0,0,0,0,1,1,12,124.7500,-0.2340,34.1620,-12.8350,0.6430,1,1,124.7500,0.1101,0,0,0,2,1,0,-1,122.0430,-0.0510,32.3210,-0.0730,0.6430,1,0,122.1680,0.1101,0,0,0,1,-9.7397
34.8820,-0.0780,126.0000,pid,0,0,124.1250,0.0230,31.6560,0.4850,0.0240,1.0000,122.0430,1,0,-1,122.6050,-0.0230,31.8750,-0.0770,0.6110,1,0,122.7300,0.1182,0,0,0,0,1,1,12,124.7500,-0.2340,34.1540,-14.9440,0.6110,1,1,124.7500,0.1182,0,0,0,2,1,0,-1,122.6050,-0.0230,31.8750,-0.0770,0.6110,1,0,122.7300,0.1182,0,0,0,1,-9.6894
34.8840,-0.0410,126.0000,pid,0,0,123.1880,-0.0810,32.1880,0.5040,0.0240,1.0000,122.6050,1,0,-1,121.6680,0.0810,32.4090,-0.0760,0.5900,1,0,121.7930,0.1159,0,0,0,0,1,1,12,130.3750,-0.2660,34.6090,-16.3200,0.5900,1,1,130.3750,0.1159,0,0,0,2,1,0,-1,121.6680,0.0810,32.4090,-0.0760,0.5900,1,0,121.7930,0.1159,0,0,0,1,-9.6566
34.8830,-0.0300,126.0000,pid,0,0,124.0000,0.0010,31.4530,0.4430,0.0240,1.0000,121.6680,1,0,-1,122.4800,-0.0010,31.6360,-0.0850,0.5600,1,0,122.4180,0.1168,0,0,0,0,1,1,12,130.3750,-0.2660,36.0970,-16.7840,0.5600,1,1,130.3750,0.1168,0,0,0,2,1,0,-1,122.4800,-0.0010,31.6360,-0.0850,0.5600,1,0,122.4180,0.1168,0,0,0,1,-9.6108
34.8810,-0.0320,126.0000,pid,0,0,120.2500,0.0450,31.6720,0.6450,0.0250,1.0000,122.4800,1,0,-1,118.7300,-0.0450,31.7960,-0.0730,0.6450,1,0,118.9800,0.1189,0,0,0,0,1,1,12,129.6250,-0.2500,38.9450,-16.1090,0.6450,1,1,129.6250,0.1189,0,0,0,2,1,0,-1,118.7300,-0.0450,31.7960,-0.0730,0.6450,1,0,118.9800,0.1189,0,0,0,1,-9.5601
34.8810,-0.0250,126.0000,pid,0,0,123.5000,0.1520,32.4060,0.4530,0.0240,1.0000,118.7300,1,0,-1,121.9800,-0.1520,32.6050,-0.0800,0.6070,1,0,121.9800,0.1195,0,0,0,0,1,1,12,129.6250,-0.2500,38.9440,-15.3290,0.6070,1,1,129.6250,0.1195,0,0,0,2,1,0,-1,121.9800,-0.1520,32.6050,-0.0800,0.6070,1,0,121.9800,0.1195,0,0,0,1,-9.5072
34.8800,-0.0200,126.0000,pid,0,0,122.6250,0.2240,32.1250,0.5530,0.0240,1.0000,121.9800,1,0,-1,121.1050,-0.2240,32.2670,-0.0730,0.5960,1,0,121.2300,0.1197,0,0,0,0,1,1,12,129.1250,-0.3120,40.8830,-13.9210,0.5960,1,1,129.1250,0.1197,0,0,0,2,1,0,-1,121.1050,-0.2240,32.2670,-0.0730,0.5960,1,0,121.2300,0.1197,0,0,0,1,-9.4610
34.8880,0.0610,126.0000,pid,0,0,114.5620,0.2590,32.5310,0.9160,0.0250,1.0000,121.1050,1,0,-1,113.0430,-0.2590,32.7190,-0.0700,0.9160,1,0,113.4800,0.1121,0,0,0,0,1,1,12,128.0620,-0.5470,42.4070,-12.1390,0.9160,1,1,128.0620,0.1121,0,0,0,2,1,0,-1,113.0430,-0.2590,32.7190,-0.0700,0.9160,1,0,113.4800,0.1121,0,0,0,1,-9.4083
34.8960,0.1020,126.0000,pid,0,0,119.5620,0.3460,32.6560,0.7270,0.0250,1.0000,113.0430,1,0,-1,118.0430,-0.3460,32.8890,-0.0760,0.8780,1,0,118.2300,0.1044,0,0,0,0,1,1,12,127.7500,-0.5620,42.2320,-10.5620,0.8780,1,1,127.7500,0.1044,0,0,0,2,1,0,-1,118.0430,-0.3460,32.8890,-0.0760,0.8780,1,0,118.2300,0.1044,0,0,0,1,-9.3606
34.8930,0.0440,126.0000,pid,0,0,122.1250,0.4210,32.5310,0.4930,0.0240,1.0000,118.0430,1,0,-1,120.6050,-0.4210,32.6300,-0.0680,0.8010,1,0,120.6050,0.1071,0,0,0,0,1,1,12,128.0620,-0.5940,42.5320,-9.0400,0.8010,1,1,128.0620,0.1071,0,0,0,2,1,0,-1,120.6050,-0.4210,32.6300,-0.0680,0.8010,1,0,120.6050,0.1071,0,0,0,1,-9.3074
34.8890,-0.0070,126.0000,pid,0,0,121.0620,0.4600,32.4380,0.6630,0.0240,1.0000,120.6050,1,0,-1,119.5430,-0.4600,32.5320,-0.0700,0.7740,1,0,119.7300,0.1107,0,0,0,0,1,1,12,126.6880,-0.5620,43.5920,-7.3670,0.7740,1,1,126.6880,0.1107,0,0,0,2,1,0,-1,119.5430,-0.4600,32.5320,-0.0700,0.7740,1,0,119.7300,0.1107,0,0,0,1,-9.2573
34.8940,0.0330,126.0000,pid,0,0,120.3120,0.4160,32.3440,0.6510,0.0240,1.0000,119.5430,1,0,-1,118.7930,-0.4160,32.5940,-0.0780,0.7490,1,0,118.9180,0.1058,0,0,0,0,1,1,12,126.6880,-0.5620,43.5970,-5.8970,0.7490,1,1,126.6880,0.1058,0,0,0,2,1,0,-1,118.7930,-0.4160,32.5940,-0.0780,0.7490,1,0,118.9180,0.1058,0,0,0,1,-9.2093
