cam_track,h,h_s,v_cam,radar_x,cam_ids_in_window,dt
1,115.6702,115.5714,1.5728,39.1250,1,-14.0469
1,115.2768,115.4030,1.5957,39.1250,1,-13.9969
1,114.9382,115.2768,1.4851,37.7500,1,-13.9469
1,115.4030,115.1140,1.3632,37.7500,1,-13.8969
1,115.1140,114.9382,1.2832,36.3750,1,-13.8469
1,114.4152,114.4152,1.2735,36.3750,1,-13.7969
1,113.5017,114.4152,1.2379,35.6250,1,-13.7469
1,113.9239,113.9239,1.3174,36.5000,1,-13.6969
1,114.6070,113.9009,1.7041,36.5000,1,-13.6469
1,113.9009,113.9239,1.6088,36.5000,1,-13.5969
1,113.3919,113.9009,1.7623,38.3125,1,-13.5469
1,114.0698,113.3919,1.6820,35.3125,1,-13.4970
1,113.1075,113.1075,1.7703,37.4375,1,-13.4470
1,112.4618,113.1075,1.9739,39.4375,1,-13.3970
1,112.6401,113.0323,2.0090,39.4375,1,-13.3469
1,113.5150,112.6401,2.0018,39.4375,1,-13.2969
1,113.0323,112.6401,1.9682,38.7500,1,-13.2470
1,112.4018,112.4018,1.6472,35.4375,1,-13.1970
1,111.2645,111.2645,1.7950,38.9375,1,-13.1470
1,110.8777,110.8777,1.6612,35.7500,1,-13.0969
1,110.5697,110.5697,1.7416,35.7500,1,-13.0470
1,110.2516,110.2516,1.8289,35.7500,1,-12.9969
1,110.1555,110.1555,1.8038,37.0625,1,-12.9469
1,109.6978,109.6978,1.8786,37.0000,1,-12.8970
1,109.4364,109.4364,1.8682,36.5625,1,-12.8469
1,108.9262,108.9577,1.8128,38.2500,1,-12.7970
1,108.6485,108.9577,1.8128,38.2500,1,-12.7470
1,108.9577,108.9577,1.7770,39.0000,1,-12.6970
1,109.4161,108.9577,1.2805,38.0625,1,-12.6469
1,109.1267,108.9577,1.1862,39.8125,1,-12.5970
1,108.7010,108.7010,1.0994,40.6250,1,-12.5470
1,107.9619,107.9619,1.0511,41.3125,1,-12.4970
1,107.7235,107.9413,1.0339,41.3125,1,-12.4470
1,107.9413,107.7235,0.9456,41.0000,1,-12.3970
1,107.6210,107.6210,0.9073,40.3750,1,-12.3470
1,107.2790,107.6210,0.8012,40.9375,1,-12.2970
1,107.3953,107.6210,0.8401,40.8750,1,-12.2470
1,107.8472,107.5789,0.8467,40.7500,1,-12.1969
1,107.7227,107.7227,0.8843,40.7500,1,-12.1470
1,107.5789,107.7408,0.8882,40.9375,1,-12.0970
1,107.9009,107.7227,0.7437,40.5625,1,-12.0470
1,107.7408,107.5789,0.4567,40.5625,1,-11.9970
1,107.5285,107.5285,0.4809,40.1250,1,-11.9470
1,107.0918,107.2853,0.3651,40.1250,1,-11.8970
1,106.8198,107.0918,0.3781,40.1250,1,-11.8470
1,107.2853,106.9210,0.3883,41.2500,1,-11.7970
1,106.9210,106.8198,0.3747,39.7500,1,-11.7469
1,106.3729,106.7967,0.4118,41.8125,1,-11.6969
1,106.5262,106.7020,0.4588,40.8125,1,-11.6470
1,106.7967,106.7020,0.4183,40.4375,1,-11.5970
1,106.7020,106.7967,0.4192,40.4375,1,-11.5470
1,107.1143,106.7967,0.3552,40.4375,1,-11.4970
1,107.0750,106.7020,0.3541,42.7500,1,-11.4470
1,106.4978,106.7831,0.2560,41.6875,1,-11.3970
1,106.6483,106.6483,0.3691,41.6875,1,-11.3470
1,106.7831,106.6483,0.2888,40.0625,1,-11.2970
1,106.5614,106.6483,0.2667,40.0625,1,-11.2470
1,106.7239,106.5614,0.2321,38.6250,1,-11.1970
1,105.9451,106.5614,0.2005,39.4375,1,-11.1470
1,106.4913,106.6720,0.1297,40.6875,1,-11.0969
1,106.6974,106.6516,0.1509,40.6875,1,-11.0470
1,106.6720,106.6720,0.1457,44.1875,1,-10.9970
1,106.6516,106.6720,0.1052,44.1875,1,-10.9470
1,106.9910,106.6516,0.1328,41.8750,1,-10.8970
1,105.9077,106.1810,0.2589,42.3750,1,-10.8469
1,106.1368,106.1810,0.3909,46.0625,1,-10.7970
1,106.1810,106.1368,0.4813,47.3750,1,-10.7470
1,106.3747,106.1810,0.4047,47.3750,1,-10.6970
1,106.0392,106.1810,0.4186,44.1250,1,-10.6470
1,106.4156,106.3747,0.4789,41.5000,1,-10.5970
1,106.1361,106.4156,0.5668,41.3750,1,-10.5470
1,106.5480,106.4567,0.7618,41.3125,1,-10.4970
1,106.4567,106.4567,0.7571,40.6875,1,-10.4470
1,106.4957,106.4567,0.8365,40.6875,1,-10.3969
1,105.6036,106.0212,0.6306,39.4375,1,-10.3470
1,106.0212,105.7758,0.6440,40.3125,1,-10.2970
1,105.7758,105.6036,0.4673,40.8125,1,-10.2470
1,105.5887,105.6830,0.4159,41.8750,1,-10.1969
1,105.2516,105.5887,0.3802,41.7500,1,-10.1470
1,105.6830,105.4909,0.4590,41.7500,1,-10.0969
1,105.4909,105.2516,0.4798,42.1250,1,-10.0470
1,104.7755,104.7916,0.8576,42.1250,1,-9.9970
1,104.7916,104.7755,0.9370,44.3750,1,-9.9470
1,104.5139,104.5588,0.9562,45.3125,1,-9.8970
1,104.0435,104.5588,0.7835,46.5000,1,-9.8470
1,104.5588,104.5588,0.7303,46.5000,1,-9.7970
1,104.9716,104.9716,0.6436,45.8750,1,-9.7470
1,105.1682,105.1682,0.4939,41.0000,1,-9.6970
1,105.2522,105.2522,0.4680,42.1250,1,-9.6470
1,105.6095,105.2522,0.5461,42.1250,1,-9.5970
1,105.3762,105.2522,0.4440,40.9375,1,-9.5470
1,104.3853,104.3853,0.2618,41.5625,1,-9.4970
1,104.3053,104.3053,0.2596,41.5625,1,-9.4470
1,103.8518,104.3053,0.2112,41.8750,1,-9.3970
1,104.1063,104.3053,0.2365,45.6250,1,-9.3470
1,104.5300,104.1794,0.2243,43.1875,1,-9.2970
1,105.3185,104.1794,0.4152,45.6250,1,-9.2470
1,104.1794,104.4626,0.4570,45.6250,1,-9.1970
1,103.9890,104.4626,0.4947,45.6250,1,-9.1470
1,104.4626,104.1794,0.4664,42.9375,1,-9.0970
1,104.6873,104.1567,0.6850,46.6250,1,-9.0470
1,104.1567,104.1567,0.2711,44.0000,1,-8.9970
1,104.1459,104.1459,0.2362,44.0000,1,-8.9469
1,103.9179,104.0511,0.0708,44.0000,1,-8.8970
1,103.7745,104.0354,0.0270,42.3750,1,-8.8469
1,104.0511,104.0354,-0.0260,42.3750,1,-8.7970
1,104.0354,104.0511,0.0152,42.1250,1,-8.7469
1,104.1537,104.1537,0.4080,41.6875,1,-8.6970
1,104.5026,104.1537,0.4886,41.6875,1,-8.6470
1,104.2194,104.1537,0.3756,42.1875,1,-8.5970
1,103.6212,103.7654,0.3708,42.7500,1,-8.5470
1,103.7497,103.7654,0.3123,43.2500,1,-8.4970
1,103.7654,103.7654,0.3107,43.6875,1,-8.4470
1,105.3909,104.1432,0.2710,43.9375,1,-8.3970
1,104.1432,104.2411,0.3264,43.9375,1,-8.3470
1,104.3052,104.2411,0.4881,50.3125,1,-8.2970
1,104.2411,104.1432,0.6730,51.8750,1,-8.2470
1,103.4807,103.4807,0.7213,51.5625,1,-8.1970
1,102.9612,103.2879,0.6516,46.4375,1,-8.1470
1,102.9748,103.2879,0.4268,41.5000,1,-8.0970
1,103.2879,103.2879,0.2661,41.5000,1,-8.0470
1,103.4327,103.4327,0.2607,40.6250,1,-7.9970
1,103.4995,103.4327,0.6352,44.9375,1,-7.9470
1,103.9362,103.4327,0.8668,48.5625,1,-7.8970
1,103.2912,103.2912,0.9686,51.5625,1,-7.8470
1,103.0604,103.0604,0.7679,45.5625,1,-7.7970
1,102.1798,102.7480,0.6545,45.5625,1,-7.7470
1,102.7480,102.7480,0.3233,44.1250,1,-7.6970
1,102.3989,102.7480,0.2340,43.3125,1,-7.6470
1,103.1256,103.1256,0.2124,46.4375,1,-7.5970
1,104.4302,103.1256,0.1783,42.9375,1,-7.5470
1,103.7931,103.1256,0.2389,42.6250,1,-7.4970
1,102.3563,102.3563,0.2662,44.1250,1,-7.4470
1,101.9270,102.3563,0.2662,44.1250,1,-7.3970
1,102.0860,102.3563,0.2148,43.6875,1,-7.3470
1,102.5547,102.5547,0.2856,46.3125,1,-7.2970
1,102.7503,102.7055,0.2029,47.5625,1,-7.2470
1,102.8315,102.7503,0.2029,47.5625,1,-7.1970
1,102.7055,102.7503,0.4455,47.5625,1,-7.1470
1,102.8745,102.8315,0.6976,41.9375,1,-7.0970
1,102.3613,102.8745,0.7216,41.9375,1,-7.0470
1,102.9446,102.8745,0.7631,44.4375,1,-6.9970
1,103.6416,102.8313,0.4190,44.4375,1,-6.9470
1,102.8313,102.8313,0.5789,49.7500,1,-6.8970
1,102.2716,102.8017,0.2962,49.7500,1,-6.8470
1,102.8017,102.4469,0.3955,49.7500,1,-6.7970
1,102.4469,102.3242,0.5703,47.1875,1,-6.7470
1,102.3242,102.3242,0.5931,47.3125,1,-6.6970
1,101.4834,101.8197,0.5961,47.5625,1,-6.6470
1,101.8197,101.4834,0.6574,47.5625,1,-6.5970
1,101.4273,101.4273,0.7536,47.9375,1,-6.5470
1,100.9516,101.4273,0.9055,48.5000,1,-6.4970
1,101.2071,101.4273,0.9259,44.2500,1,-6.4470
1,101.8042,101.2071,0.9243,43.1875,1,-6.3970
1,101.9760,101.7667,0.9760,41.8125,1,-6.3470
1,101.1772,101.7667,0.9193,41.8125,1,-6.2970
1,101.7667,101.5100,0.9502,45.0000,1,-6.2470
1,101.4633,101.5100,1.0630,48.2500,1,-6.1970
1,101.5100,101.5100,0.8248,47.9375,1,-6.1470
1,101.5839,101.4633,0.6695,48.0625,1,-6.0970
1,101.3189,101.3189,0.8927,48.3750,1,-6.0470
1,101.0290,101.0290,0.9132,48.3750,1,-5.9970
1,100.5121,100.7720,0.9637,48.6875,1,-5.9470
1,100.7720,100.7272,1.1669,49.5625,1,-5.8970
1,100.7272,100.5121,1.5371,49.3750,1,-5.8470
1,100.1619,100.2965,1.6161,44.6875,1,-5.7970
1,100.2554,100.2554,1.5926,47.0000,1,-5.7470
1,100.2965,100.1619,1.6741,47.0000,1,-5.6970
1,100.1358,100.1358,1.6023,44.0000,1,-5.6470
1,100.1223,100.1223,1.8047,46.6250,1,-5.5970
1,99.6289,99.6289,1.7946,48.0000,1,-5.5470
1,99.5878,99.5878,1.6735,48.6250,1,-5.4970
1,98.9214,99.4990,1.6022,48.8125,1,-5.4470
1,98.7393,98.9214,1.8937,48.8125,1,-5.3970
1,99.4990,98.7393,1.4704,48.7500,1,-5.3470
1,98.0673,98.2689,1.3139,44.5000,1,-5.2970
1,98.2689,98.2322,1.6310,47.0625,1,-5.2470
1,98.2322,98.0673,1.6721,48.2500,1,-5.1970
1,97.7304,97.9991,1.6591,48.2500,1,-5.1470
1,97.7129,97.7304,1.6731,48.2500,1,-5.0970
1,97.9991,97.7129,1.5913,48.3750,1,-5.0470
1,97.0079,97.7129,1.7204,48.5000,1,-4.9970
1,97.6147,97.6147,1.6967,49.1250,1,-4.9470
1,97.8365,97.0079,1.3828,48.4375,1,-4.8970
1,96.9455,97.6147,1.1870,47.3750,1,-4.8470
1,96.7804,97.4736,0.8741,47.3750,1,-4.7970
1,97.9557,96.9455,0.8558,47.3750,1,-4.7470
1,97.4736,96.8528,0.7130,42.4375,1,-4.6970
1,96.8528,96.8528,0.6824,42.4375,1,-4.6470
1,96.5013,96.8126,0.6616,50.2500,1,-4.5970
1,96.8126,96.5013,0.6559,50.2500,1,-4.5470
1,96.2208,96.2208,0.8167,50.2500,1,-4.4970
1,95.4896,96.2208,0.6963,45.6250,1,-4.4470
1,95.2027,96.2208,0.4264,48.4375,1,-4.3970
1,96.6584,96.3711,0.7322,47.5000,1,-4.3470
1,96.5277,96.5277,0.6137,47.5000,1,-4.2970
1,96.3711,96.5277,0.3301,47.5000,1,-4.2470
1,96.6441,96.4895,0.2765,46.6875,1,-4.1970
1,96.4828,96.4895,0.1806,47.6250,1,-4.1470
1,96.4895,96.4895,0.1587,47.1875,1,-4.0970
1,96.6911,96.4828,0.0017,41.8750,1,-4.0470
1,96.1835,96.1835,-0.0613,41.0000,1,-3.9970
1,95.9899,96.1835,0.1150,41.0000,1,-3.9470
1,96.1674,96.1835,0.1848,44.5625,1,-3.8970
1,96.2609,96.1674,0.5992,48.7500,1,-3.8470
1,96.2989,96.2609,0.8705,48.7500,1,-3.7970
1,96.0730,96.2948,0.8548,46.6250,1,-3.7470
1,96.2948,96.2989,1.1191,47.0625,1,-3.6970
1,96.4976,96.4976,1.1334,47.0625,1,-3.6470
1,97.0658,96.4976,1.2648,45.0000,1,-3.5970
1,96.7057,96.4976,1.2491,42.6875,1,-3.5470
1,96.3596,96.3596,1.2331,46.8125,1,-3.4970
1,95.9610,95.9610,1.2823,45.1875,1,-3.4470
1,95.2293,95.8357,1.4641,51.8125,1,-3.3970
1,95.8357,95.2293,1.4016,51.8125,1,-3.3470
1,94.8707,94.8707,1.4533,51.8125,1,-3.2970
1,94.8290,94.8290,1.2712,48.6250,1,-3.2470
1,94.2645,94.2922,1.1398,51.2500,1,-3.1970
1,94.2922,94.2645,1.3063,53.6875,1,-3.1470
1,93.7605,93.9014,1.3969,52.3750,1,-3.0970
1,93.9014,93.7948,1.4333,50.6875,1,-3.0470
1,93.5789,93.7605,1.8488,50.6875,1,-2.9970
1,93.7948,93.5789,1.6715,50.6875,1,-2.9470
1,93.5024,93.5789,1.5937,50.3750,1,-2.8970
1,93.4371,93.6731,1.2254,50.3750,1,-2.8470
1,93.6731,93.6731,0.9738,47.5625,1,-2.7970
1,94.2412,93.8843,0.8606,47.5625,1,-2.7470
1,94.2817,94.2412,0.5918,49.5000,1,-2.6970
1,93.8843,94.2412,0.5950,49.9375,1,-2.6470
1,94.4808,94.0286,0.7146,50.2500,1,-2.5970
1,94.0286,93.8843,0.7023,49.1875,1,-2.5470
1,92.8937,93.0069,0.7175,51.6875,1,-2.4970
1,92.9373,92.9373,0.6143,51.6875,1,-2.4470
1,93.0069,92.9373,0.4553,52.6250,1,-2.3970
1,92.8176,93.0069,0.3513,50.5000,1,-2.3470
1,93.2048,93.0069,0.3507,51.3750,1,-2.2970
1,93.3816,93.1809,0.4710,51.5000,1,-2.2470
1,92.6142,93.2048,0.6737,51.6250,1,-2.1970
1,93.1809,93.1809,1.5652,51.6250,1,-2.1470
1,93.8606,92.6142,2.0085,48.7500,1,-2.0970
1,92.2216,92.5047,1.7656,44.4375,1,-2.0470
1,92.5047,92.5047,1.4873,46.6250,1,-1.9970
1,92.1999,92.5047,1.4549,46.7500,1,-1.9470
1,92.7953,92.7953,1.0854,46.7500,1,-1.8970
1,93.0425,93.0425,1.0801,46.7500,1,-1.8470
1,93.2899,93.0540,0.4976,47.6875,1,-1.7970
1,93.0540,93.0540,0.4696,47.8750,1,-1.7470
1,93.6031,93.0540,0.4823,47.8750,1,-1.6970
1,91.5062,91.5062,0.5887,49.0000,1,-1.6470
1,90.3458,90.3458,0.2805,49.0000,1,-1.5970
1,90.1776,90.3458,0.7630,48.9375,1,-1.5470
1,89.9588,90.1776,0.7328,46.9375,1,-1.4970
1,90.9487,90.1776,0.8046,51.6875,1,-1.4469
1,90.1706,90.8709,0.9076,52.5625,1,-1.3970
1,90.8709,90.9487,1.0102,50.4375,1,-1.3469
1,92.2991,92.0712,1.0165,50.4375,1,-1.2970
1,92.0712,92.2991,1.1249,50.4375,1,-1.2470
1,92.3996,92.2991,1.2641,49.1875,1,-1.1970
1,93.4027,92.1014,0.4452,53.0625,1,-1.1470
1,92.1014,92.1014,-0.4186,51.5625,1,-1.0970
1,91.1162,91.1162,-0.5246,51.5625,1,-1.0470
1,90.7939,91.1162,-0.7486,51.5625,1,-0.9970
1,90.8808,91.1162,-0.8225,52.6250,1,-0.9470
1,91.4080,91.2511,-0.4124,53.2500,1,-0.8970
1,91.2511,91.2511,-0.1746,52.5000,1,-0.8470
1,91.2651,91.2511,0.4763,52.5000,1,-0.7970
1,90.7628,91.0611,0.7374,52.3750,1,-0.7470
1,90.7356,90.7628,0.8379,52.3750,1,-0.6970
1,91.0611,90.7628,0.6974,50.1250,1,-0.6470
1,90.5798,91.0611,0.6569,49.4375,1,-0.5970
1,91.4583,91.2431,0.0926,46.1875,1,-0.5470
1,92.1293,91.4583,0.0927,48.4375,1,-0.4970
1,91.2431,91.5577,0.0896,49.3750,1,-0.4470
1,91.5577,91.5577,0.1628,49.3750,1,-0.3970
1,92.1232,91.2431,0.1672,49.3750,1,-0.3470
1,90.9826,91.2227,0.1889,50.5000,1,-0.2470
1,91.2227,90.9826,0.2134,50.5000,1,-0.1970
1,90.6807,90.8047,0.1626,51.7500,1,-0.1470
1,90.7441,90.8047,0.2286,51.7500,1,-0.0970
1,90.8047,90.8047,0.5042,52.8125,1,0.0030
1,91.0650,90.9220,0.6418,53.2500,1,0.0530
1,91.4113,90.9305,1.0830,54.4375,1,0.1029
1,90.9220,90.9399,1.1337,54.4375,1,0.1529
1,90.9305,90.9305,1.1686,53.0000,1,0.2030
1,90.9399,90.9220,1.1230,53.4375,1,0.2530
1,90.8872,90.8872,1.1479,52.8125,1,0.3030
1,90.3354,90.6510,1.1882,52.1250,1,0.3530
1,90.4586,90.4586,1.1319,53.8125,1,0.4030
1,90.6510,90.3354,1.2276,53.8125,1,0.4530
1,89.9691,90.0944,1.5100,54.6250,1,0.5530
1,90.0944,89.9691,1.9603,52.6250,1,0.6530
1,89.3587,89.3587,2.0241,52.8750,1,0.7030
1,88.9404,89.3587,2.3180,52.8750,1,0.7530
1,89.0329,89.2327,2.6724,52.5625,1,0.8030
1,89.5144,89.0329,2.6879,52.3750,1,0.8530
1,89.2327,89.0329,3.0393,52.9375,1,0.9030
1,88.6943,88.6943,3.1464,53.6250,1,0.9530
1,88.5172,88.6934,3.2272,53.6250,1,1.0030
1,88.6934,88.5172,3.3441,54.9375,1,1.0530
1,88.1577,88.1577,3.3758,54.9375,1,1.1030
1,87.2141,87.2141,3.8437,54.5000,1,1.2030
1,87.1214,87.1214,3.8801,52.9375,1,1.2530
1,86.2226,86.2226,3.9586,52.1875,1,1.4030
1,85.2731,85.2731,4.2341,54.9375,1,1.5030
1,85.2142,85.2142,,60.0625,1,1.5530
1,84.5268,84.5268,,56.6875,1,1.6029
1,83.6407,84.1707,,55.3125,1,1.6529
1,83.8322,83.8322,,55.3125,1,1.7029
1,84.1707,83.6407,,55.3125,1,1.7530
1,83.6063,83.6063,,54.3750,1,1.8029
1,82.8584,82.8584,,53.8750,1,1.8529
1,82.0363,82.0363,,54.0625,1,1.9029
1,81.5532,81.7947,,54.0625,1,1.9529
1,81.0585,81.5532,,55.0625,1,2.0029
