trackId,dRel,yRel,vRel,slot,age,v_ground,v_range,dt
19,54.8750,1.5625,0.3750,0.0000,1.0000,22.8750,,-8.4519
19,55.0000,1.5625,1.4111,0.0000,2.0000,23.9250,,-8.3825
19,62.2500,1.5938,0.3444,0.0000,3.0000,22.8750,,-8.3220
19,62.2500,1.5938,-1.7500,0.0000,4.0000,20.7750,,-8.2717
19,62.0000,1.6094,-1.6028,0.0000,5.0000,20.9250,,-8.2122
19,61.5625,1.5781,-1.6139,0.0000,6.0000,20.9250,,-8.1516
19,61.9375,1.6250,-1.1500,0.0000,7.0000,21.3750,,-8.0821
19,62.2500,1.6094,-1.9306,0.0000,8.0000,20.6250,,-8.0319
19,62.0625,1.5938,-2.7861,0.0000,9.0000,19.7250,,-7.9623
19,62.0625,1.5938,-3.2056,0.0000,10.0000,19.2750,,-7.9120
19,63.5000,1.6094,-2.9083,0.0000,11.0000,19.5750,,-7.8216
19,63.4375,1.5625,-3.0694,0.0000,12.0000,19.4250,,-7.7818
19,57.9375,1.4375,-3.6806,0.0000,13.0000,18.8250,,-7.7021
19,57.7500,1.3906,-4.7250,0.0000,14.0000,17.7750,,-7.6426
19,62.8750,1.3281,-5.5889,0.0000,15.0000,16.8750,,-7.5824
19,64.1875,1.3281,-4.2639,0.0000,16.0000,18.2250,,-7.5220
19,64.3750,1.3281,-4.0611,0.0000,17.0000,18.3750,,-7.4714
19,64.5000,1.3281,-4.3778,0.0000,18.0000,18.0750,5.5579,-7.4118
19,64.1875,1.2656,-5.2167,0.0000,19.0000,17.1750,4.9141,-7.3616
19,66.2500,1.1406,-5.5111,0.0000,20.0000,16.8750,3.3089,-7.2920
19,65.4375,1.0781,-6.8556,0.0000,21.0000,15.5250,3.2936,-7.2323
19,64.2500,1.0312,-6.2278,0.0000,22.0000,16.1250,3.2457,-7.1715
19,63.1250,1.0156,-5.3222,0.0000,23.0000,17.0250,2.7787,-7.1119
19,62.4375,1.0000,-3.4917,0.0000,24.0000,18.8250,2.8051,-7.0422
19,62.2500,0.9531,-2.5667,0.0000,25.0000,19.7250,0.7550,-6.9920
19,62.2500,0.9062,-2.2472,0.0000,26.0000,20.0250,0.7583,-6.9417
19,64.3750,0.8125,-1.9083,0.0000,27.0000,20.3250,0.6675,-6.8823
19,64.8750,0.7812,-1.4500,0.0000,28.0000,20.7750,0.7624,-6.8319
19,65.1875,0.7969,-1.5917,0.0000,29.0000,20.6250,2.1845,-6.7625
19,65.6875,0.7656,-1.4139,0.0000,30.0000,20.7750,1.8160,-6.7021
19,65.6875,0.7656,-1.2694,0.0000,31.0000,20.9250,1.8158,-6.6424
19,63.8750,0.7031,-1.5278,0.0000,32.0000,20.6250,0.6126,-6.5819
19,63.4375,0.6406,-0.6111,0.0000,33.0000,21.5250,-0.0308,-6.4922
19,63.7500,0.5938,-0.7250,0.0000,34.0000,21.3750,-0.6436,-6.4319
19,66.5625,0.5312,-0.5444,0.0000,35.0000,21.5250,-1.5011,-6.3715
19,68.7500,0.5312,-0.5250,0.0000,36.0000,21.5250,-2.1351,-6.3221
19,68.7500,0.5312,-0.0889,0.0000,37.0000,21.9750,-2.1448,-6.2820
19,70.1250,0.5312,-0.0778,0.0000,38.0000,21.9750,-1.4868,-6.2222
19,69.9375,0.2969,0.1694,0.0000,39.0000,22.1250,-1.4871,-6.1325
19,67.7500,0.2656,-0.1278,0.0000,40.0000,21.8250,-0.7588,-6.0823
19,67.7500,0.2656,0.1861,0.0000,41.0000,22.1250,-0.1524,-6.0323
19,63.6250,0.2188,0.3778,0.0000,42.0000,22.2750,-0.1517,-5.9623
19,63.6250,0.2188,0.0861,0.0000,43.0000,21.9750,-0.1518,-5.9018
19,60.7500,0.0938,0.0889,0.0000,44.0000,21.9750,-1.4193,-5.8522
19,63.1250,-0.0781,0.2917,0.0000,45.0000,22.1250,-2.1035,-5.7722
19,66.5625,-0.0938,-0.6028,0.0000,46.0000,21.2250,-2.2745,-5.7218
19,66.5625,-0.0938,-0.2583,0.0000,47.0000,21.5250,-2.2753,-5.6715
19,68.4375,-0.0938,-0.5361,0.0000,48.0000,21.2250,-2.0724,-5.6119
19,64.1250,-0.2188,-0.5028,0.0000,49.0000,21.2250,-1.2441,-5.5420
19,64.1250,-0.2188,-0.4556,0.0000,50.0000,21.2250,-1.2620,-5.4918
19,62.8750,-0.3438,-0.6139,0.0000,51.0000,21.0750,-1.1701,-5.4322
19,59.1250,-0.3750,-0.7167,0.0000,52.0000,20.9250,-2.4633,-5.3717
19,61.3125,-0.3594,-1.1500,0.0000,53.0000,20.4750,-3.4315,-5.3125
19,60.1250,-0.3750,-0.9667,0.0000,54.0000,20.6250,-3.3377,-5.2522
19,60.0625,-0.4531,-1.4167,0.0000,55.0000,20.1750,-3.3365,-5.1725
19,61.1875,-0.4844,-2.0194,0.0000,56.0000,19.5750,-3.5400,-5.1121
19,61.5625,-0.5156,-2.1611,0.0000,57.0000,19.4250,-3.8097,-5.0526
19,62.1250,-0.5781,-2.1444,0.0000,58.0000,19.4250,-3.7912,-4.9921
19,63.9375,-0.6250,-1.9667,0.0000,59.0000,19.5750,-2.1446,-4.9316
19,63.9375,-0.6250,-1.6417,0.0000,60.0000,19.8750,-2.4581,-4.8824
19,61.4375,-0.7812,-1.9250,0.0000,61.0000,19.5750,-3.0338,-4.8126
19,60.3750,-0.8281,-1.3083,0.0000,62.0000,20.1750,-4.4322,-4.7520
19,60.3750,-0.8281,-1.1611,0.0000,63.0000,20.3250,-5.8529,-4.7016
19,60.5000,-0.8594,-1.5722,0.0000,64.0000,19.8750,-6.9164,-4.6420
19,60.9375,-0.8594,-1.2667,0.0000,65.0000,20.1750,-6.9467,-4.5916
19,61.3125,-0.8750,-1.3917,0.0000,66.0000,20.0250,-5.7930,-4.5222
19,61.5000,-0.8594,-1.5389,0.0000,67.0000,19.8750,-4.5121,-4.4616
19,61.7500,-0.8438,-1.6500,0.0000,68.0000,19.7250,-3.6893,-4.4022
19,59.0000,-0.8125,-1.9250,0.0000,69.0000,19.4250,-2.9270,-4.3417
19,63.2500,-0.8594,-2.0194,0.0000,70.0000,19.2750,-2.5358,-4.2822
19,61.5625,-0.8594,-2.0444,0.0000,71.0000,19.2750,-1.2441,-4.2222
19,61.8750,-0.8594,-2.3278,0.0000,72.0000,18.9750,-3.1706,-4.1617
19,61.8750,-0.8594,-2.2972,0.0000,73.0000,18.9750,-3.5670,-4.1022
19,59.2500,-0.8125,-2.3639,0.0000,74.0000,18.9750,-3.7664,-4.0316
19,59.9375,-0.8281,-2.3250,0.0000,75.0000,18.9750,-3.6147,-3.9716
19,59.9375,-0.8281,-2.3250,0.0000,76.0000,18.9750,-4.3935,-3.9222
19,58.5625,-1.0781,-2.4167,0.0000,77.0000,18.8250,-4.4499,-3.8422
19,54.6250,-1.0938,-2.6889,0.0000,78.0000,18.5250,-4.1350,-3.7921
19,54.6250,-1.0938,-2.9694,0.0000,79.0000,18.2250,-3.5549,-3.7416
19,57.3750,-1.1094,-3.5556,0.0000,80.0000,17.6250,-3.8118,-3.6822
19,52.2500,-1.0625,-3.7944,0.0000,81.0000,17.3250,-3.8103,-3.6022
19,51.6250,-1.0469,-3.9278,0.0000,82.0000,17.1750,-5.0378,-3.5516
19,51.6250,-1.0469,-4.1833,0.0000,83.0000,16.8750,-5.2425,-3.4921
19,55.3125,-1.0625,-4.3111,0.0000,84.0000,16.7250,-5.2461,-3.4418
19,54.8750,-1.0781,-3.9944,0.0000,85.0000,17.0250,-5.3352,-3.3824
19,57.5625,-1.0938,-4.2806,0.0000,86.0000,16.7250,-5.4877,-3.3219
19,58.3125,-1.2188,-4.4028,0.0000,87.0000,16.5750,-5.6723,-3.2421
19,53.8750,-1.2812,-4.0944,0.0000,88.0000,16.8750,-5.7337,-3.1925
19,53.8750,-1.2812,-4.5250,0.0000,89.0000,16.4250,-5.7623,-3.1421
19,57.5625,-1.4062,-4.3028,0.0000,90.0000,16.5750,-4.7863,-3.0621
19,54.7500,-1.3906,-4.7194,0.0000,91.0000,16.1250,-4.0153,-3.0116
19,53.0000,-1.3594,-4.6750,0.0000,92.0000,16.1250,-4.0146,-2.9518
19,53.0000,-1.3594,-4.8139,0.0000,93.0000,15.9750,-3.4755,-2.9116
19,55.5000,-1.1406,-4.7917,0.0000,94.0000,15.9750,-3.1550,-2.8318
19,53.2500,-1.0781,-5.0583,0.0000,95.0000,15.6750,-2.7309,-2.7721
19,52.6875,-1.0625,-5.3611,0.0000,96.0000,15.3750,-1.3957,-2.7125
19,52.6875,-1.0625,-4.8889,0.0000,97.0000,15.8250,-1.4260,-2.6521
19,53.3125,-1.0156,-5.1583,0.0000,98.0000,15.5250,-0.2771,-2.5916
19,50.5625,-1.0000,-5.1694,0.0000,99.0000,15.5250,-0.7357,-2.5322
19,50.5625,-1.0000,-5.4194,0.0000,100.0000,15.2250,-1.5167,-2.4717
19,50.3125,-1.0000,-5.8667,0.0000,101.0000,14.7750,-3.1702,-2.4124
19,51.1250,-1.0156,-6.1417,0.0000,102.0000,14.4750,-4.7014,-2.3521
19,51.1875,-1.0156,-6.1333,0.0000,103.0000,14.4750,-4.6807,-2.2917
19,49.8125,-1.0000,-6.2222,0.0000,104.0000,14.3250,-4.7481,-2.2217
19,50.0625,-1.0000,-6.2028,0.0000,105.0000,14.3250,-7.4928,-2.1621
19,50.0625,-1.0000,-6.0167,0.0000,106.0000,14.4750,-6.5831,-2.1117
19,51.7500,-1.0312,-6.1306,0.0000,107.0000,14.3250,-6.3423,-2.0521
19,51.7500,-1.0312,-5.9500,0.0000,108.0000,14.4750,-6.5245,-1.9925
19,52.1250,-1.0469,-5.9444,0.0000,109.0000,14.4750,-7.5637,-1.9322
19,51.6250,-1.0469,-5.6583,0.0000,110.0000,14.7750,-6.9149,-1.8721
19,53.3750,-1.0625,-5.5889,0.0000,111.0000,14.7750,-7.0702,-1.8018
19,53.2500,-1.0625,-5.4250,0.0000,112.0000,14.9250,-8.3446,-1.7323
19,51.7500,-1.0000,-5.5778,0.0000,113.0000,14.7750,-9.3551,-1.6818
19,51.6875,-1.0156,-5.0917,0.0000,114.0000,15.2250,-9.9378,-1.6222
19,51.6875,-1.0156,-4.9250,0.0000,115.0000,15.3750,-11.3194,-1.5720
19,50.7500,-0.8906,-5.2083,0.0000,116.0000,15.0750,-10.5472,-1.5126
19,49.1250,-0.9375,-5.4722,0.0000,117.0000,14.7750,-11.2278,-1.4317
19,48.3750,-0.8906,-5.4556,0.0000,118.0000,14.7750,-12.0686,-1.3914
19,45.6250,-0.8594,-5.1194,0.0000,119.0000,15.0750,-12.1033,-1.3218
19,45.1875,-0.8281,-5.4306,0.0000,120.0000,14.7750,-11.9263,-1.2522
19,45.6250,-0.8125,-5.0944,0.0000,121.0000,15.0750,-11.9193,-1.2018
19,42.1250,-0.7656,-5.2278,0.0000,122.0000,14.9250,-11.8607,-1.1322
19,40.8750,-0.7344,-5.5167,0.0000,123.0000,14.6250,-11.8064,-1.0819
19,40.4375,-0.7188,-5.5306,0.0000,124.0000,14.6250,-12.6212,-1.0124
19,41.1875,-0.6719,-5.2056,0.0000,125.0000,14.9250,-13.1063,-0.9520
19,39.2500,-0.6719,-5.0639,0.0000,126.0000,15.0750,-13.1043,-0.9025
19,38.4375,-0.6719,-5.2028,0.0000,126.0000,14.9250,-13.2892,-0.8327
19,38.8750,-0.5469,-5.6472,0.0000,126.0000,14.4750,-13.3575,-0.7721
19,35.8125,-0.4531,-5.3028,0.0000,126.0000,14.7750,-13.2331,-0.7124
19,34.0625,-0.3750,-5.0083,0.0000,126.0000,15.0750,-13.1735,-0.6615
19,32.3125,-0.3438,-4.7222,0.0000,126.0000,15.3750,-13.2038,-0.6018
19,29.3750,-0.3125,-4.5417,0.0000,126.0000,15.5250,-13.1427,-0.5321
19,28.9375,-0.3125,-4.2278,0.0000,126.0000,15.8250,-12.1012,-0.4819
19,27.4375,-0.2969,-4.0528,0.0000,126.0000,15.9750,-11.3705,-0.4121
19,25.8125,-0.2656,-3.7778,0.0000,126.0000,16.2750,-10.6548,-0.3616
19,25.0625,-0.2656,-3.4750,0.0000,126.0000,16.5750,-9.3288,-0.3021
19,24.5000,-0.2500,-3.2000,0.0000,126.0000,16.8750,-8.7607,-0.2322
19,25.7500,-0.2500,-3.3306,0.0000,126.0000,16.7250,-7.8067,-0.1820
19,25.7500,-0.2500,-3.5167,0.0000,126.0000,16.5750,-5.9755,-0.1122
19,26.6250,-0.2500,-3.5361,0.0000,126.0000,16.5750,-5.5156,-0.0525
19,26.4375,-0.2500,-3.6556,0.0000,126.0000,16.4250,-4.2878,0.0080
19,24.6875,-0.2031,-3.7889,0.0000,126.0000,16.2750,-3.9636,0.0675
19,24.5000,-0.2188,-3.6083,0.0000,126.0000,16.4250,-3.1706,0.1282
19,24.7500,-0.2344,-3.5944,0.0000,126.0000,16.4250,-2.9864,0.1878
19,24.9375,-0.2500,-3.3222,0.0000,126.0000,16.5750,-2.6658,0.2476
19,24.8125,-0.1562,-3.0056,0.0000,126.0000,16.8750,-1.3478,0.3081
19,23.7500,-0.0938,-2.7667,0.0000,126.0000,17.0250,-0.4575,0.3678
19,23.7500,-0.0938,-2.7361,0.0000,126.0000,17.0250,0.5183,0.4179
19,24.7500,-0.0781,-2.9750,0.0000,126.0000,16.7250,1.9611,0.4776
19,25.8125,-0.0312,-3.0778,0.0000,126.0000,16.5750,2.1647,0.5482
19,26.4375,0.0000,-3.3083,0.0000,126.0000,16.2750,2.3366,0.6076
19,26.5000,0.0156,-3.4306,0.0000,126.0000,16.1250,2.8226,0.6675
19,25.9375,0.0156,-3.3361,0.0000,126.0000,16.1250,2.8659,0.7283
19,27.7500,-0.0156,-3.2833,0.0000,126.0000,16.1250,3.0173,0.7881
19,29.1875,0.0156,-2.9056,0.0000,126.0000,16.4250,3.0034,0.8477
19,29.9375,0.0312,-3.1306,0.0000,126.0000,16.1250,2.8213,0.9074
19,29.9375,0.0312,-2.9194,0.0000,126.0000,16.2750,3.0173,0.9578
19,32.9375,0.0000,-2.8556,0.0000,126.0000,16.2750,,1.0283
19,32.1250,0.0000,-2.4639,0.0000,126.0000,16.5750,,1.0979
19,32.3125,0.0312,-2.7028,0.0000,126.0000,16.2750,,1.1475
19,32.7500,0.0469,-2.3139,0.0000,126.0000,16.5750,,1.2183
19,33.0625,0.0625,-2.3889,0.0000,126.0000,16.4250,,1.2676
19,33.1250,0.0625,-2.1694,0.0000,126.0000,16.5750,,1.3279
19,33.0000,0.0625,-2.1056,0.0000,126.0000,16.5750,,1.3875
19,33.4375,0.0625,-2.0139,0.0000,126.0000,16.5750,,1.4480
19,33.4375,0.0625,-1.8056,0.0000,126.0000,16.7250,,1.5076
19,33.3750,0.0625,-1.5833,0.0000,126.0000,16.8750,,1.5680
19,29.7500,0.0312,-1.3806,0.0000,126.0000,17.0250,,1.6476
19,31.6250,0.0469,-1.3083,0.0000,126.0000,17.0250,,1.6977
19,32.2500,0.0469,-1.0694,0.0000,126.0000,17.1750,,1.7479
19,31.0000,0.0469,-1.0222,0.0000,126.0000,17.1750,,1.8185
19,31.9375,0.0625,-0.9556,0.0000,126.0000,17.1750,,1.8782
19,33.2500,0.0625,-1.0222,0.0000,126.0000,17.0250,,1.9480
19,31.1875,0.0781,-0.8056,0.0000,126.0000,17.1750,,1.9982
